TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.083003	0.085323	0.063198	0.067406	0.053223	0.056895	0.068762	0.076731	0.061309	0.084139	0.085287	0.091918	0.061576	0.061230
A	0.076162	0.086297	0.057028	0.061760	0.052315	0.088764	0.064403	0.074794	0.060876	0.061907	0.092524	0.077751	0.083950	0.061469
person	0.073959	0.078449	0.056289	0.077514	0.046824	0.068852	0.070636	0.073780	0.051358	0.080848	0.074467	0.091581	0.095589	0.059853
on	0.068923	0.073060	0.087652	0.068092	0.077163	0.068720	0.058923	0.080628	0.065720	0.065973	0.079209	0.091849	0.060934	0.053154
a	0.065714	0.066051	0.065707	0.061006	0.109930	0.067306	0.057057	0.068744	0.095338	0.067516	0.085184	0.072893	0.060763	0.056791
horse	0.079588	0.080521	0.063726	0.071137	0.058554	0.088963	0.065680	0.073034	0.050089	0.060748	0.068293	0.080085	0.098452	0.061130
jumps	0.076675	0.085947	0.054640	0.059416	0.070530	0.083486	0.050271	0.061108	0.089700	0.064626	0.068691	0.101013	0.072233	0.061663
over	0.062491	0.072910	0.074002	0.059757	0.085105	0.058387	0.062534	0.098541	0.067187	0.055264	0.094367	0.096165	0.059034	0.054255
a	0.065209	0.077263	0.069236	0.064362	0.083146	0.067797	0.071375	0.063061	0.067126	0.072867	0.083787	0.088004	0.072517	0.054249
broken	0.080972	0.060431	0.073505	0.055801	0.081964	0.064368	0.061040	0.066228	0.083586	0.071511	0.076879	0.110829	0.054726	0.058161
down	0.068453	0.072139	0.074598	0.059403	0.079593	0.073354	0.067207	0.086477	0.063219	0.070459	0.077340	0.088344	0.060964	0.058452
airplane	0.078486	0.078092	0.061649	0.062362	0.055321	0.054698	0.095395	0.082648	0.058597	0.063730	0.076545	0.085293	0.083312	0.063872
.	0.074329	0.080986	0.061965	0.062089	0.073236	0.068236	0.057871	0.094129	0.074222	0.061530	0.069365	0.074106	0.076441	0.071494
[SEP]	0.071023	0.086977	0.072482	0.056438	0.056457	0.065370	0.049437	0.082086	0.058959	0.073434	0.091659	0.091925	0.077918	0.065836
