TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.068235	0.057545	0.062390	0.089825	0.091005	0.051197	0.091434	0.086400	0.069555	0.064241	0.072082	0.065035	0.057814	0.073241
A	0.063532	0.058978	0.086803	0.067225	0.086746	0.058601	0.078285	0.107916	0.076794	0.056212	0.085145	0.071050	0.053201	0.049512
person	0.068602	0.055545	0.081869	0.063298	0.102512	0.060876	0.052602	0.098105	0.069513	0.053896	0.089760	0.085934	0.059132	0.058356
on	0.061470	0.052078	0.093544	0.069397	0.097118	0.069341	0.057871	0.092896	0.074036	0.067264	0.093334	0.059581	0.050962	0.061106
a	0.077941	0.068149	0.078625	0.063266	0.099282	0.076417	0.066782	0.083620	0.066186	0.068144	0.069705	0.064867	0.057774	0.059243
horse	0.070062	0.057951	0.077333	0.063459	0.109743	0.070426	0.064540	0.079154	0.094864	0.051254	0.071562	0.078579	0.044878	0.066195
jumps	0.063718	0.075527	0.091517	0.063315	0.097929	0.079053	0.054196	0.074345	0.075139	0.065020	0.072029	0.051428	0.075054	0.061731
over	0.065435	0.078974	0.075828	0.080355	0.093484	0.054751	0.053331	0.082875	0.078061	0.058981	0.078113	0.066618	0.066073	0.067120
a	0.074293	0.062978	0.086740	0.067038	0.085088	0.075842	0.078589	0.080947	0.059880	0.059460	0.066833	0.074909	0.055111	0.072292
broken	0.068315	0.059667	0.071577	0.064855	0.099043	0.083744	0.070396	0.083937	0.083075	0.071342	0.073595	0.054428	0.049324	0.066704
down	0.057314	0.069884	0.069671	0.065639	0.101234	0.070296	0.056309	0.081217	0.082208	0.085472	0.092973	0.052750	0.063116	0.051917
airplane	0.066920	0.056126	0.087571	0.068650	0.121174	0.066205	0.067931	0.074948	0.074052	0.058911	0.084479	0.069494	0.048976	0.054564
.	0.063519	0.054767	0.072485	0.064511	0.120960	0.067106	0.058231	0.075259	0.097555	0.078895	0.078006	0.059315	0.049425	0.059964
[SEP]	0.068392	0.057815	0.062072	0.060134	0.107576	0.080913	0.077594	0.084379	0.071068	0.066230	0.080369	0.063234	0.045344	0.074878
