TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.072697	0.058517	0.062384	0.078584	0.070383	0.067499	0.076029	0.075009	0.058242	0.066461	0.090991	0.060480	0.065165	0.097560
A	0.071818	0.056859	0.059984	0.107729	0.069661	0.049187	0.070413	0.055196	0.064961	0.066226	0.108005	0.048346	0.093905	0.077710
person	0.067195	0.069060	0.057257	0.066067	0.060789	0.079573	0.086346	0.052697	0.055434	0.088179	0.103352	0.053209	0.082988	0.077853
on	0.084508	0.047353	0.072661	0.088255	0.065090	0.074491	0.065003	0.069121	0.062407	0.069052	0.091273	0.061535	0.063545	0.085704
a	0.096080	0.054497	0.081265	0.073463	0.057695	0.062774	0.073598	0.093374	0.051758	0.051481	0.105507	0.062245	0.071866	0.064396
horse	0.062325	0.057540	0.073890	0.087168	0.075860	0.070428	0.067250	0.043717	0.080389	0.097626	0.084634	0.046602	0.067518	0.085053
jumps	0.092239	0.045992	0.072556	0.081412	0.061117	0.062665	0.068753	0.073845	0.054561	0.065122	0.088447	0.074344	0.090740	0.068209
over	0.079874	0.050894	0.086546	0.068269	0.075282	0.072493	0.082181	0.085279	0.058494	0.061892	0.072134	0.070606	0.064178	0.071877
a	0.084675	0.057611	0.077181	0.079287	0.061993	0.071268	0.062342	0.080475	0.064033	0.070263	0.113068	0.059205	0.062353	0.056246
broken	0.059306	0.041553	0.048236	0.063811	0.060740	0.104884	0.080328	0.114237	0.047591	0.062474	0.102052	0.083033	0.075006	0.056751
down	0.072737	0.063082	0.061938	0.083974	0.073123	0.068936	0.059838	0.074457	0.067456	0.084203	0.086614	0.051991	0.055471	0.096182
airplane	0.095685	0.055503	0.063663	0.082415	0.064369	0.094141	0.091973	0.078764	0.055850	0.059900	0.077375	0.055299	0.062344	0.062718
.	0.083797	0.069306	0.062894	0.094668	0.074055	0.083931	0.059009	0.054110	0.065829	0.060278	0.088700	0.062363	0.074189	0.066872
[SEP]	0.073240	0.044158	0.065485	0.064056	0.075812	0.069948	0.076026	0.086165	0.066611	0.090822	0.091913	0.068804	0.066920	0.060038
