TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.072913	0.081885	0.052770	0.058229	0.069230	0.108971	0.089519	0.069628	0.088653	0.053457	0.057614	0.062983	0.055929	0.078219
A	0.086816	0.079510	0.065537	0.097954	0.057948	0.075400	0.083006	0.061230	0.060172	0.065012	0.048776	0.085254	0.073615	0.059770
person	0.071208	0.106089	0.054824	0.068386	0.074145	0.074289	0.092840	0.066583	0.078021	0.051118	0.050422	0.068165	0.063319	0.080592
on	0.103523	0.080143	0.073352	0.064719	0.062863	0.078926	0.083780	0.069355	0.062086	0.068121	0.053733	0.068017	0.069872	0.061510
a	0.064118	0.102931	0.052787	0.106313	0.061815	0.071866	0.075852	0.087429	0.049245	0.061701	0.052058	0.059088	0.069928	0.084868
horse	0.078422	0.091040	0.076072	0.059751	0.065809	0.101266	0.079465	0.071795	0.043882	0.061578	0.041648	0.066878	0.072492	0.089900
jumps	0.073156	0.086915	0.060633	0.060758	0.063802	0.087210	0.073952	0.090262	0.068392	0.065716	0.052285	0.065232	0.067209	0.084478
over	0.074997	0.091289	0.044179	0.093654	0.052500	0.064270	0.086482	0.070708	0.055421	0.052717	0.077310	0.081086	0.086524	0.068862
a	0.072036	0.103425	0.079071	0.065140	0.065292	0.063775	0.074422	0.101648	0.059803	0.058506	0.048752	0.061038	0.062698	0.084394
broken	0.072519	0.069678	0.064976	0.081298	0.054953	0.115727	0.077137	0.067234	0.043587	0.076775	0.053512	0.063991	0.068842	0.089769
down	0.074580	0.059317	0.071752	0.070442	0.067107	0.086583	0.099383	0.091859	0.068960	0.057694	0.043906	0.069975	0.056987	0.081454
airplane	0.060161	0.098311	0.056762	0.069928	0.048766	0.108379	0.114293	0.086776	0.043839	0.055815	0.045859	0.058193	0.071188	0.081728
.	0.073069	0.096408	0.052511	0.067592	0.056622	0.079614	0.101158	0.057134	0.054288	0.061822	0.058405	0.068647	0.066865	0.105866
[SEP]	0.061031	0.079565	0.061321	0.073857	0.047488	0.097568	0.095772	0.070789	0.049335	0.062130	0.068215	0.061263	0.085922	0.085745
