TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.103845	0.052454	0.069754	0.061543	0.059871	0.076428	0.098481	0.079230	0.068284	0.057262	0.057944	0.066957	0.061480	0.086467
A	0.101882	0.055535	0.100781	0.056441	0.056646	0.090134	0.070297	0.076943	0.052547	0.055767	0.071625	0.071625	0.063121	0.076656
person	0.088800	0.053279	0.086512	0.073598	0.068276	0.081081	0.064526	0.076488	0.082731	0.063708	0.058911	0.066587	0.058451	0.077052
on	0.073822	0.067510	0.062447	0.063530	0.068558	0.113972	0.104169	0.064137	0.070074	0.049995	0.053261	0.087564	0.064292	0.056670
a	0.076715	0.041663	0.100530	0.067334	0.056739	0.078140	0.087832	0.105937	0.063939	0.037604	0.084767	0.068626	0.068308	0.061865
horse	0.067776	0.047608	0.094003	0.093593	0.064504	0.056506	0.083620	0.075068	0.070021	0.060446	0.060280	0.079710	0.066881	0.079984
jumps	0.071793	0.049672	0.080891	0.084341	0.048437	0.066251	0.082398	0.072151	0.055029	0.061461	0.115463	0.065593	0.066284	0.080234
over	0.074808	0.038087	0.109283	0.077587	0.065114	0.061608	0.077602	0.074639	0.078075	0.074480	0.072537	0.073796	0.058548	0.063835
a	0.061607	0.037507	0.078486	0.080846	0.069796	0.068891	0.085875	0.088447	0.082935	0.041214	0.094171	0.084639	0.062598	0.062987
broken	0.088828	0.045463	0.085570	0.059686	0.071053	0.068808	0.088925	0.068450	0.073979	0.059014	0.054222	0.100002	0.055651	0.080347
down	0.098234	0.036561	0.100580	0.066045	0.062212	0.082038	0.083572	0.073713	0.056994	0.060026	0.069141	0.090432	0.057972	0.062481
airplane	0.081433	0.046411	0.093940	0.079819	0.059867	0.075339	0.088917	0.050623	0.061793	0.049674	0.089618	0.103586	0.049851	0.069128
.	0.065495	0.067167	0.070465	0.082873	0.082757	0.070338	0.107557	0.073830	0.062814	0.055047	0.056874	0.075526	0.055384	0.073874
[SEP]	0.055652	0.043162	0.082583	0.088344	0.067970	0.083620	0.080403	0.071090	0.056491	0.056721	0.080171	0.068718	0.087430	0.077647
