TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.056251	0.053703	0.046030	0.059741	0.092119	0.076692	0.077732	0.111951	0.088755	0.058782	0.078679	0.069508	0.074746	0.055313
A	0.059337	0.054752	0.063023	0.062103	0.078315	0.079806	0.076428	0.106674	0.088876	0.059861	0.072248	0.069480	0.075240	0.053858
person	0.074076	0.045813	0.071952	0.048714	0.094544	0.086741	0.075463	0.086503	0.112812	0.051877	0.050030	0.063299	0.077597	0.060579
on	0.058270	0.041565	0.053550	0.051680	0.072989	0.085864	0.099886	0.124017	0.102314	0.061017	0.063579	0.053515	0.076171	0.055584
a	0.058535	0.055714	0.045582	0.058383	0.075660	0.069528	0.083471	0.084869	0.108529	0.074687	0.062994	0.064172	0.096967	0.060908
horse	0.065546	0.051391	0.052931	0.043801	0.085278	0.073769	0.063041	0.132888	0.084271	0.072779	0.065823	0.064568	0.079352	0.064563
jumps	0.049700	0.046959	0.054105	0.049591	0.113044	0.069953	0.087069	0.093219	0.117251	0.058431	0.065261	0.070766	0.064183	0.060466
over	0.064368	0.067912	0.058504	0.050670	0.085102	0.066510	0.086034	0.101938	0.096565	0.079008	0.051598	0.053785	0.090136	0.047870
a	0.070825	0.059946	0.059904	0.057599	0.051729	0.070277	0.086076	0.117872	0.077014	0.084229	0.056508	0.060572	0.093915	0.053537
broken	0.059710	0.044640	0.053269	0.068897	0.068047	0.072621	0.091293	0.103106	0.085015	0.067457	0.077699	0.062233	0.085566	0.060446
down	0.062917	0.065258	0.055499	0.045074	0.067764	0.069227	0.071834	0.092521	0.082645	0.080835	0.097669	0.082334	0.074784	0.051638
airplane	0.060318	0.059027	0.062000	0.043549	0.076084	0.071704	0.079712	0.104156	0.096189	0.066572	0.094163	0.069845	0.058799	0.057883
.	0.077621	0.051877	0.058623	0.047023	0.061048	0.074920	0.073544	0.111629	0.074491	0.076213	0.079074	0.071291	0.076814	0.065832
[SEP]	0.056399	0.063105	0.044829	0.079088	0.070773	0.058177	0.082308	0.107938	0.060953	0.065063	0.076936	0.074958	0.090249	0.069225
