TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.097335	0.057590	0.101830	0.055915	0.065292	0.074806	0.068051	0.037504	0.049999	0.095309	0.073687	0.098226	0.067271	0.057184
A	0.135838	0.062163	0.055751	0.033775	0.082504	0.085459	0.045035	0.056061	0.082503	0.076259	0.060912	0.077046	0.068348	0.078346
person	0.112222	0.080567	0.052826	0.066893	0.074958	0.080056	0.055840	0.065023	0.057019	0.084201	0.061974	0.072548	0.079646	0.056227
on	0.078185	0.066824	0.077862	0.040945	0.053126	0.062479	0.088611	0.070642	0.061518	0.102702	0.098603	0.066727	0.058553	0.073223
a	0.077891	0.085336	0.094338	0.041932	0.082396	0.069490	0.042626	0.042698	0.069332	0.094057	0.083726	0.071416	0.076444	0.068319
horse	0.097757	0.072750	0.054278	0.043456	0.070861	0.067411	0.072116	0.053455	0.070986	0.106658	0.074009	0.076041	0.064548	0.075675
jumps	0.102655	0.075895	0.095929	0.040368	0.069466	0.091592	0.079258	0.053868	0.050077	0.073089	0.061345	0.075288	0.049631	0.081540
over	0.102135	0.050171	0.119833	0.050102	0.062075	0.040681	0.055383	0.057114	0.052219	0.087914	0.089279	0.097739	0.065859	0.069497
a	0.072334	0.068738	0.104934	0.047247	0.073452	0.077380	0.046133	0.044772	0.073038	0.087244	0.090631	0.089784	0.070384	0.053928
broken	0.084758	0.083285	0.056354	0.068764	0.071645	0.082975	0.065886	0.042617	0.054245	0.096047	0.078080	0.115334	0.055424	0.044584
down	0.075328	0.069590	0.090138	0.049451	0.058185	0.082341	0.112912	0.053027	0.054663	0.090773	0.070048	0.064978	0.068435	0.060131
airplane	0.108573	0.064629	0.101899	0.057943	0.058116	0.062493	0.081874	0.051039	0.053608	0.085282	0.084711	0.078561	0.055819	0.055451
.	0.075153	0.061638	0.106272	0.060580	0.062234	0.062804	0.057816	0.065767	0.055243	0.073023	0.085122	0.073144	0.096826	0.064378
[SEP]	0.106999	0.067797	0.112533	0.035535	0.063722	0.079033	0.056036	0.077314	0.050930	0.090227	0.048436	0.084734	0.061529	0.065174
