TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.080979	0.063749	0.077906	0.059780	0.070432	0.067141	0.088099	0.072716	0.064324	0.058934	0.100650	0.074400	0.063625	0.057264
A	0.078320	0.060492	0.078119	0.069026	0.088693	0.059864	0.073091	0.063915	0.082364	0.062369	0.091561	0.073560	0.063870	0.054754
person	0.076650	0.084662	0.068236	0.056683	0.072950	0.047593	0.079082	0.091981	0.081421	0.057322	0.083150	0.056272	0.088634	0.055364
on	0.093840	0.048239	0.065363	0.057324	0.078905	0.052867	0.088107	0.082001	0.071890	0.056653	0.095581	0.069961	0.078576	0.060693
a	0.078261	0.056344	0.063355	0.068249	0.065142	0.057709	0.078732	0.098907	0.065529	0.050150	0.087843	0.086678	0.083216	0.059885
horse	0.102027	0.052635	0.066638	0.050642	0.072322	0.063435	0.090079	0.058383	0.097333	0.061184	0.093139	0.076162	0.062575	0.053446
jumps	0.085197	0.064225	0.058556	0.068961	0.085944	0.054091	0.078629	0.064359	0.071171	0.054260	0.103438	0.069845	0.087513	0.053813
over	0.072353	0.068421	0.051277	0.045027	0.071271	0.068815	0.080992	0.088274	0.082317	0.057145	0.098295	0.096785	0.063574	0.055453
a	0.085190	0.042746	0.064780	0.053314	0.069553	0.058954	0.085612	0.090978	0.078724	0.055834	0.097347	0.066669	0.070089	0.080211
broken	0.072247	0.053891	0.071527	0.072798	0.079315	0.046391	0.078521	0.095919	0.070500	0.049123	0.078086	0.087714	0.072067	0.071903
down	0.100642	0.063912	0.089801	0.056564	0.057904	0.054219	0.079514	0.067690	0.074192	0.055817	0.089171	0.075700	0.079731	0.055144
airplane	0.069540	0.060531	0.058699	0.073341	0.075559	0.048894	0.076554	0.085052	0.075925	0.047721	0.090794	0.077515	0.086954	0.072922
.	0.091515	0.052775	0.070079	0.079657	0.076390	0.049112	0.076844	0.102323	0.072361	0.046502	0.087041	0.077574	0.072154	0.045673
[SEP]	0.080451	0.062574	0.063617	0.065302	0.085783	0.045794	0.066022	0.088114	0.065634	0.052827	0.103182	0.064598	0.084568	0.071533
