TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.079723	0.069752	0.074043	0.065184	0.049116	0.083789	0.050744	0.076658	0.062357	0.040820	0.090671	0.105098	0.093057	0.058989
A	0.070864	0.084243	0.079956	0.063413	0.050725	0.086810	0.041260	0.081930	0.065292	0.072153	0.091904	0.083024	0.058928	0.069499
person	0.069721	0.107916	0.087761	0.070785	0.071076	0.083372	0.071254	0.063024	0.063440	0.062680	0.055607	0.062577	0.079661	0.051128
on	0.076174	0.093485	0.095833	0.040851	0.061501	0.092288	0.041293	0.072564	0.083531	0.060832	0.063830	0.092687	0.060067	0.065064
a	0.074623	0.086348	0.073418	0.078239	0.061210	0.071855	0.053593	0.095089	0.085382	0.078863	0.051231	0.086588	0.056839	0.046724
horse	0.080998	0.091210	0.061572	0.063635	0.043116	0.099904	0.057561	0.094423	0.050874	0.065413	0.072315	0.067265	0.060566	0.091149
jumps	0.063477	0.082505	0.088679	0.060824	0.054226	0.112526	0.073648	0.070397	0.066906	0.069848	0.067419	0.103878	0.044649	0.041018
over	0.050369	0.090838	0.058976	0.063762	0.051932	0.090711	0.060539	0.104605	0.073194	0.065673	0.086826	0.092539	0.064873	0.045163
a	0.074875	0.094167	0.087897	0.063065	0.059290	0.064977	0.054685	0.082025	0.094689	0.071797	0.060950	0.078372	0.062753	0.050459
broken	0.057803	0.111902	0.114228	0.059372	0.042215	0.082909	0.051137	0.068664	0.063574	0.067500	0.070677	0.078537	0.065997	0.065486
down	0.061692	0.106821	0.075812	0.065150	0.064836	0.079369	0.058883	0.078006	0.069976	0.062814	0.066502	0.106924	0.064121	0.039094
airplane	0.089174	0.101885	0.066605	0.052996	0.064637	0.093608	0.051826	0.057765	0.066363	0.054151	0.067674	0.075080	0.089027	0.069208
.	0.075663	0.085250	0.061526	0.080760	0.047289	0.075231	0.074192	0.081866	0.055343	0.064406	0.082796	0.088283	0.076230	0.051166
[SEP]	0.050765	0.102992	0.113392	0.052658	0.053922	0.075535	0.054461	0.066277	0.071587	0.072395	0.080709	0.079781	0.084151	0.041376
