TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.075096	0.082867	0.080510	0.071845	0.073996	0.074438	0.054488	0.056930	0.074671	0.065268	0.071287	0.085374	0.073074	0.060158
A	0.051824	0.072504	0.082105	0.067254	0.069933	0.075860	0.056379	0.057994	0.055386	0.072676	0.084113	0.101008	0.084703	0.068263
person	0.083333	0.071131	0.067352	0.067125	0.081560	0.092156	0.069434	0.053101	0.088620	0.055742	0.062757	0.070370	0.065878	0.071441
on	0.085831	0.076554	0.082019	0.054920	0.074524	0.078296	0.058146	0.066124	0.069752	0.074416	0.054832	0.089245	0.075235	0.060106
a	0.087187	0.067889	0.062217	0.064193	0.078316	0.069829	0.080970	0.050641	0.080668	0.074298	0.043844	0.101233	0.082642	0.056072
horse	0.079626	0.063011	0.083080	0.072203	0.098858	0.067667	0.064927	0.062690	0.064338	0.068253	0.065098	0.074377	0.077835	0.058035
jumps	0.059807	0.104441	0.073849	0.067472	0.074227	0.074936	0.050105	0.045777	0.074195	0.061973	0.049678	0.122021	0.074269	0.067249
over	0.092128	0.072200	0.102198	0.077967	0.066657	0.066268	0.061917	0.066900	0.076547	0.063205	0.050336	0.090209	0.074023	0.039445
a	0.079400	0.068854	0.072955	0.066648	0.098659	0.066939	0.060730	0.045855	0.096550	0.062874	0.047227	0.093640	0.059747	0.079923
broken	0.058705	0.074974	0.085920	0.063333	0.084199	0.058802	0.073442	0.041129	0.081476	0.080236	0.077333	0.077881	0.064531	0.078039
down	0.070137	0.073238	0.092902	0.047057	0.074444	0.100228	0.052373	0.068293	0.083724	0.056502	0.063395	0.063816	0.088275	0.065616
airplane	0.088389	0.068847	0.076052	0.050340	0.086336	0.073844	0.071652	0.050416	0.076653	0.073212	0.079761	0.060082	0.069769	0.074647
.	0.066108	0.058548	0.074525	0.059648	0.078525	0.088326	0.084976	0.050900	0.074342	0.073835	0.074260	0.099064	0.069175	0.047768
[SEP]	0.095485	0.075340	0.096252	0.085882	0.077774	0.049314	0.044741	0.049021	0.066816	0.085530	0.042592	0.092686	0.086487	0.052082
