TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.104057	0.051997	0.064775	0.062158	0.061741	0.081189	0.076209	0.077367	0.056122	0.080062	0.055602	0.094719	0.062206	0.071797
A	0.067383	0.039621	0.092052	0.040111	0.076751	0.062222	0.057919	0.080137	0.070360	0.090761	0.066670	0.110585	0.082463	0.062965
person	0.108901	0.060366	0.046529	0.056803	0.067037	0.081345	0.078656	0.061773	0.081757	0.088231	0.044971	0.075078	0.072135	0.076419
on	0.068445	0.092154	0.080457	0.059530	0.066287	0.078670	0.066609	0.070062	0.073275	0.086125	0.040491	0.095297	0.071558	0.051040
a	0.042867	0.037829	0.068269	0.092579	0.093400	0.080383	0.090154	0.059892	0.071005	0.056766	0.086140	0.077227	0.073055	0.070435
horse	0.084872	0.055885	0.111658	0.052598	0.063911	0.074797	0.058551	0.071906	0.064476	0.068064	0.076840	0.092933	0.065846	0.057663
jumps	0.092206	0.045409	0.052844	0.068875	0.086702	0.079764	0.065285	0.088095	0.105669	0.078698	0.039462	0.073529	0.052860	0.070603
over	0.080947	0.044627	0.080463	0.045968	0.089209	0.063293	0.066860	0.088969	0.083871	0.073174	0.055824	0.096982	0.071429	0.058383
a	0.072529	0.051139	0.072074	0.070537	0.086793	0.076494	0.084906	0.077256	0.072635	0.064501	0.066062	0.080812	0.061988	0.062276
broken	0.076989	0.048419	0.074787	0.063040	0.109665	0.070631	0.065269	0.080518	0.079272	0.077854	0.059540	0.068273	0.057644	0.068098
down	0.057930	0.057759	0.069169	0.065781	0.079195	0.088467	0.081930	0.068289	0.069230	0.085681	0.051726	0.083248	0.085324	0.056269
airplane	0.063874	0.054257	0.069433	0.079097	0.084163	0.087439	0.065205	0.069510	0.085047	0.077982	0.055137	0.071581	0.075062	0.062213
.	0.074549	0.061289	0.082492	0.065969	0.072387	0.050850	0.067240	0.090924	0.061429	0.081714	0.046897	0.091244	0.070542	0.082474
[SEP]	0.080856	0.060643	0.110014	0.063664	0.072700	0.058062	0.064955	0.075817	0.074080	0.074652	0.054810	0.078472	0.068589	0.062685
