TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.048058	0.077873	0.068489	0.093231	0.071878	0.042121	0.078486	0.056127	0.110610	0.077353	0.062067	0.045856	0.079017	0.088832
A	0.059131	0.076947	0.063018	0.062265	0.079955	0.048876	0.078109	0.077897	0.107031	0.084538	0.040117	0.052990	0.094632	0.074495
person	0.062853	0.084033	0.081376	0.081798	0.077879	0.048111	0.070245	0.070940	0.090335	0.068423	0.079658	0.055870	0.059281	0.069198
on	0.058251	0.068386	0.069486	0.076224	0.085532	0.047486	0.068719	0.078574	0.106765	0.060400	0.067899	0.057552	0.085263	0.069463
a	0.055146	0.073280	0.082541	0.087650	0.078223	0.051529	0.076763	0.078713	0.092199	0.083500	0.056850	0.054427	0.058617	0.070563
horse	0.065811	0.078857	0.067903	0.086388	0.070659	0.035498	0.082575	0.071112	0.091077	0.070676	0.056528	0.056676	0.091488	0.074752
jumps	0.059406	0.073108	0.083027	0.073575	0.074853	0.041360	0.087235	0.090015	0.101996	0.053472	0.062782	0.051542	0.081075	0.066555
over	0.055436	0.078307	0.059135	0.067379	0.077483	0.047168	0.088576	0.089554	0.110456	0.057770	0.071827	0.050421	0.068216	0.078273
a	0.048816	0.092761	0.068316	0.092516	0.069316	0.049251	0.086833	0.063661	0.080463	0.096295	0.066150	0.055167	0.063506	0.066948
broken	0.065473	0.081171	0.093264	0.083046	0.065626	0.039611	0.068243	0.063994	0.097101	0.076475	0.068558	0.039060	0.083105	0.075272
down	0.057248	0.098425	0.080938	0.098509	0.068001	0.049821	0.062140	0.051541	0.088618	0.076417	0.060430	0.056407	0.084482	0.067023
airplane	0.069377	0.056150	0.114325	0.079983	0.080712	0.051508	0.054977	0.062753	0.107345	0.079005	0.062356	0.053833	0.087269	0.040407
.	0.061322	0.091550	0.092561	0.072261	0.067263	0.045374	0.062150	0.053707	0.123773	0.075914	0.052823	0.049427	0.085911	0.065963
[SEP]	0.045261	0.065360	0.078488	0.080932	0.082926	0.048499	0.066029	0.068533	0.106795	0.079451	0.053391	0.069026	0.083532	0.071778
