TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.107272	0.059103	0.065529	0.049911	0.069163	0.075790	0.072105	0.060842	0.100952	0.082662	0.045846	0.072699	0.059105	0.079022
A	0.054342	0.093135	0.081560	0.068023	0.085254	0.053556	0.063566	0.058511	0.085904	0.066297	0.066365	0.081856	0.076866	0.064766
person	0.065143	0.051924	0.047980	0.059800	0.077207	0.085306	0.079172	0.047595	0.104922	0.062147	0.081706	0.063487	0.079300	0.094311
on	0.075546	0.089790	0.061617	0.082459	0.059292	0.059874	0.060907	0.058697	0.067288	0.098854	0.095647	0.072203	0.052597	0.065229
a	0.061300	0.069815	0.048645	0.089408	0.073543	0.061103	0.077229	0.069928	0.097693	0.070824	0.046427	0.065961	0.086094	0.082031
horse	0.051235	0.068911	0.073381	0.066841	0.089477	0.068115	0.074186	0.067233	0.079171	0.079532	0.072645	0.061748	0.091473	0.056051
jumps	0.051057	0.049822	0.073208	0.052448	0.096273	0.064391	0.082795	0.073091	0.116045	0.091079	0.060455	0.067418	0.076392	0.045525
over	0.070667	0.067874	0.105075	0.062967	0.077997	0.050678	0.066993	0.068794	0.052753	0.067522	0.085146	0.070090	0.075988	0.077457
a	0.064979	0.069501	0.056313	0.076801	0.063390	0.053067	0.087623	0.091245	0.075262	0.081619	0.063160	0.056639	0.090266	0.070135
broken	0.055442	0.091731	0.055577	0.072692	0.063598	0.075004	0.060975	0.050655	0.085388	0.078002	0.070604	0.070415	0.090395	0.079522
down	0.065353	0.080854	0.063246	0.043536	0.110284	0.080588	0.072166	0.041929	0.077599	0.079795	0.096937	0.060655	0.079713	0.047346
airplane	0.043070	0.096925	0.054545	0.088099	0.118825	0.047987	0.068072	0.057269	0.094528	0.070927	0.063428	0.041418	0.086886	0.068022
.	0.065940	0.054436	0.062061	0.088166	0.066869	0.077398	0.057394	0.056020	0.133576	0.089291	0.057977	0.050871	0.052286	0.087715
[SEP]	0.074256	0.064006	0.069075	0.060218	0.075592	0.056788	0.091672	0.080853	0.078073	0.063096	0.065194	0.074745	0.071534	0.074899
