TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.077032	0.079542	0.078761	0.068181	0.064468	0.089362	0.054703	0.066992	0.076934	0.056857	0.057213	0.058520	0.099339	0.072095
A	0.070692	0.125575	0.081286	0.086238	0.058286	0.083014	0.065589	0.066541	0.061405	0.055638	0.060683	0.058620	0.068798	0.057635
person	0.060015	0.124168	0.065446	0.095339	0.059860	0.083930	0.078250	0.054197	0.061389	0.085846	0.045707	0.041682	0.079397	0.064772
on	0.059223	0.078718	0.060661	0.080531	0.064172	0.099200	0.053461	0.056921	0.076595	0.059892	0.059808	0.070829	0.096215	0.083771
a	0.060373	0.089593	0.063859	0.064690	0.075865	0.077468	0.059905	0.077630	0.060704	0.070297	0.071017	0.044847	0.109939	0.073812
horse	0.063780	0.098425	0.056737	0.074444	0.073477	0.090020	0.057457	0.060364	0.075799	0.065185	0.062854	0.051585	0.098207	0.071664
jumps	0.059592	0.116951	0.071905	0.087109	0.050810	0.071463	0.065614	0.057324	0.074671	0.071036	0.051335	0.042901	0.094197	0.085094
over	0.058542	0.086203	0.070545	0.078257	0.065127	0.054195	0.067193	0.051839	0.085467	0.086710	0.043410	0.054529	0.113399	0.084585
a	0.063199	0.074915	0.065062	0.059366	0.073672	0.078833	0.060041	0.076136	0.062788	0.086483	0.068425	0.053627	0.091930	0.085523
broken	0.058004	0.084614	0.073845	0.085726	0.064008	0.076153	0.064122	0.062275	0.063867	0.101124	0.053942	0.043570	0.095341	0.073409
down	0.066036	0.078057	0.061904	0.075755	0.073643	0.052563	0.073934	0.066041	0.062144	0.091461	0.063641	0.057254	0.106344	0.071222
airplane	0.062729	0.079692	0.063801	0.063082	0.066266	0.074561	0.063733	0.062534	0.089694	0.089893	0.052141	0.054486	0.100052	0.077335
.	0.067100	0.073050	0.065103	0.062822	0.045119	0.081532	0.066202	0.061973	0.049088	0.099107	0.062168	0.063573	0.115035	0.088128
[SEP]	0.076890	0.087678	0.055057	0.086335	0.070207	0.064128	0.058458	0.052461	0.077039	0.063373	0.060291	0.035122	0.129653	0.083309
