TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.065784	0.072526	0.056300	0.085401	0.087991	0.068165	0.048454	0.071531	0.078812	0.044406	0.072397	0.058319	0.092268	0.097648
A	0.048064	0.098150	0.051912	0.060124	0.127093	0.063178	0.076597	0.052277	0.082082	0.060398	0.037496	0.085987	0.082360	0.074283
person	0.065081	0.083103	0.089072	0.064787	0.057999	0.066393	0.060355	0.064847	0.048498	0.081538	0.064760	0.069306	0.108426	0.075836
on	0.061482	0.051793	0.102340	0.072614	0.068295	0.054138	0.060611	0.099989	0.077837	0.068628	0.042277	0.085263	0.088333	0.066400
a	0.070367	0.093801	0.055100	0.067260	0.073796	0.068759	0.060722	0.081009	0.076244	0.083705	0.061303	0.076576	0.074154	0.057204
horse	0.099368	0.069835	0.041824	0.068666	0.069777	0.045541	0.061032	0.068206	0.103033	0.068451	0.091012	0.077144	0.068958	0.067153
jumps	0.070199	0.080107	0.104396	0.054637	0.055869	0.058790	0.045834	0.072470	0.065270	0.068641	0.069175	0.092380	0.107300	0.054931
over	0.075322	0.109972	0.051526	0.056289	0.058219	0.056680	0.049410	0.059441	0.083923	0.100470	0.080930	0.057377	0.094553	0.065889
a	0.071830	0.068365	0.080205	0.088696	0.056807	0.069863	0.049223	0.073194	0.066948	0.075654	0.073722	0.071977	0.089488	0.064027
broken	0.069704	0.060504	0.094661	0.094821	0.052534	0.074329	0.051817	0.076230	0.063211	0.086481	0.064175	0.067966	0.089861	0.053708
down	0.058851	0.067532	0.092422	0.064708	0.077530	0.041347	0.055344	0.067685	0.094520	0.090287	0.055424	0.086486	0.088867	0.058997
airplane	0.079528	0.085912	0.058819	0.088134	0.059300	0.054733	0.067807	0.097840	0.058700	0.072702	0.071515	0.048199	0.082977	0.073834
.	0.075704	0.054545	0.072812	0.065935	0.057542	0.051981	0.068738	0.103017	0.123515	0.068262	0.055549	0.097592	0.064395	0.040415
[SEP]	0.069961	0.078064	0.066461	0.059666	0.090093	0.040627	0.052478	0.098888	0.105617	0.090452	0.043489	0.066283	0.074730	0.063189
