TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.102166	0.064169	0.079157	0.060423	0.063681	0.061774	0.056643	0.104282	0.105755	0.046245	0.064786	0.060219	0.064806	0.065895
A	0.081783	0.074478	0.069535	0.076700	0.071792	0.084283	0.081246	0.099256	0.074081	0.055890	0.063623	0.060549	0.056179	0.050604
person	0.077743	0.117920	0.073894	0.044334	0.079319	0.073013	0.056506	0.077600	0.094132	0.071582	0.059000	0.057661	0.065646	0.051651
on	0.102588	0.065556	0.100628	0.055729	0.098671	0.056105	0.047188	0.082415	0.089066	0.052511	0.064889	0.068556	0.062314	0.053785
a	0.083425	0.085903	0.104483	0.059228	0.086878	0.046547	0.072555	0.074611	0.096917	0.060330	0.047112	0.051921	0.079417	0.050674
horse	0.101035	0.063517	0.098651	0.061540	0.081439	0.053876	0.063259	0.070699	0.095532	0.065839	0.042874	0.076226	0.066604	0.058909
jumps	0.076766	0.078800	0.095973	0.066622	0.095594	0.045217	0.061218	0.073953	0.095670	0.050828	0.058988	0.068110	0.074301	0.057959
over	0.066895	0.103033	0.079612	0.072886	0.084198	0.060555	0.062175	0.094628	0.070490	0.072219	0.053927	0.046370	0.076207	0.056806
a	0.096983	0.083685	0.095513	0.054041	0.092495	0.051724	0.084214	0.059704	0.090939	0.055063	0.052274	0.055896	0.071964	0.055503
broken	0.091862	0.069338	0.070310	0.067048	0.073015	0.052177	0.077219	0.086947	0.118295	0.056631	0.060274	0.049500	0.073583	0.053800
down	0.086210	0.079598	0.074499	0.066454	0.089046	0.068766	0.068833	0.104784	0.104387	0.054457	0.060129	0.039263	0.048878	0.054696
airplane	0.096004	0.077359	0.101023	0.054028	0.089596	0.046661	0.050637	0.090469	0.096573	0.048830	0.076949	0.061605	0.063910	0.046358
.	0.079048	0.071258	0.104865	0.072401	0.067562	0.058905	0.078313	0.091639	0.061337	0.063911	0.065522	0.059197	0.072758	0.053285
[SEP]	0.070823	0.056754	0.091526	0.055921	0.080040	0.069173	0.088170	0.086221	0.112133	0.053014	0.051527	0.058375	0.056683	0.069640
