TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.080134	0.073579	0.054778	0.067280	0.069984	0.054130	0.065139	0.044600	0.052983	0.115614	0.087108	0.036302	0.101317	0.097054
A	0.062774	0.090058	0.069218	0.083015	0.083872	0.047902	0.086786	0.069123	0.056480	0.095860	0.074629	0.055448	0.069429	0.055406
person	0.119580	0.047442	0.056866	0.061573	0.098885	0.048105	0.046983	0.070251	0.080941	0.093373	0.103306	0.048579	0.052164	0.071952
on	0.093577	0.059582	0.073553	0.062069	0.089891	0.047844	0.070181	0.088994	0.065735	0.080883	0.105403	0.043057	0.063877	0.055353
a	0.075841	0.073364	0.060680	0.074269	0.110575	0.057730	0.077369	0.048945	0.068022	0.089873	0.086844	0.049775	0.049120	0.077592
horse	0.100416	0.071226	0.076371	0.064326	0.114109	0.044269	0.062912	0.050637	0.061173	0.076756	0.074064	0.058529	0.058276	0.086936
jumps	0.095887	0.049082	0.100660	0.069759	0.114412	0.037348	0.067933	0.072479	0.044657	0.102660	0.077244	0.044220	0.051066	0.072594
over	0.076947	0.058378	0.075025	0.088012	0.088940	0.053013	0.083073	0.089637	0.053016	0.053023	0.086015	0.061818	0.071102	0.062002
a	0.082276	0.081276	0.057225	0.088717	0.093600	0.035774	0.078159	0.050898	0.069113	0.069573	0.113759	0.050720	0.061766	0.067144
broken	0.074719	0.054301	0.071191	0.076709	0.091863	0.073302	0.080422	0.051110	0.059941	0.072446	0.081078	0.059409	0.054216	0.099292
down	0.080109	0.052781	0.066692	0.071079	0.090956	0.049386	0.070881	0.067704	0.061553	0.099617	0.085959	0.065766	0.050741	0.086776
airplane	0.075724	0.069136	0.077456	0.068273	0.096240	0.058125	0.081219	0.067428	0.068601	0.081268	0.099082	0.036742	0.054278	0.066428
.	0.073735	0.053230	0.079219	0.076805	0.111858	0.038056	0.068007	0.055593	0.075701	0.076738	0.108754	0.041653	0.056483	0.084170
[SEP]	0.061966	0.067253	0.054010	0.071769	0.068859	0.056171	0.057026	0.072211	0.090077	0.090682	0.095466	0.074068	0.047058	0.093382
