TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.096334	0.080022	0.054543	0.074356	0.068287	0.057329	0.057006	0.062441	0.069035	0.080937	0.066725	0.089133	0.074132	0.069719
A	0.062926	0.084887	0.060117	0.077212	0.070507	0.059137	0.063610	0.073209	0.075140	0.085993	0.057159	0.070913	0.092534	0.066655
person	0.117323	0.070575	0.055855	0.057782	0.084157	0.052831	0.040954	0.070299	0.068664	0.079190	0.066714	0.082943	0.077130	0.075584
on	0.088963	0.116166	0.065679	0.089591	0.058984	0.052919	0.066393	0.068059	0.062995	0.071253	0.059903	0.076937	0.062298	0.059859
a	0.140596	0.081936	0.048082	0.080463	0.054560	0.051162	0.066717	0.081112	0.042074	0.085638	0.047062	0.068374	0.079541	0.072683
horse	0.078262	0.100366	0.045247	0.084251	0.068333	0.049205	0.062456	0.074930	0.074359	0.066639	0.069221	0.093754	0.066722	0.066254
jumps	0.090944	0.137101	0.045179	0.081851	0.042825	0.065628	0.079528	0.076300	0.046172	0.066094	0.068495	0.062157	0.064614	0.073110
over	0.085365	0.100682	0.066951	0.065173	0.070521	0.063071	0.064195	0.084824	0.064499	0.079261	0.061587	0.068169	0.077823	0.047879
a	0.159990	0.095121	0.052864	0.062737	0.051288	0.052263	0.060702	0.073181	0.043673	0.088294	0.054592	0.073597	0.060760	0.070938
broken	0.095756	0.068359	0.044194	0.071300	0.074209	0.052256	0.066172	0.079113	0.067674	0.097840	0.074225	0.081285	0.061798	0.065819
down	0.088781	0.088994	0.058329	0.082275	0.067006	0.071869	0.083909	0.054744	0.062616	0.082613	0.061051	0.084309	0.048819	0.064686
airplane	0.085826	0.079892	0.062205	0.067344	0.063199	0.067830	0.069454	0.110094	0.054901	0.060606	0.064158	0.086862	0.080727	0.046903
.	0.105790	0.089676	0.060082	0.082693	0.059860	0.051636	0.062903	0.052785	0.052268	0.073973	0.077306	0.088408	0.061270	0.081351
[SEP]	0.090601	0.086294	0.056671	0.088609	0.063331	0.063845	0.081199	0.072598	0.068456	0.065423	0.058837	0.089158	0.056532	0.058445
