TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.069839	0.112773	0.073731	0.073700	0.057095	0.074426	0.053058	0.070723	0.068319	0.075394	0.085033	0.071891	0.053565	0.060452
A	0.048017	0.073803	0.065554	0.098006	0.069950	0.073069	0.063706	0.072231	0.120791	0.063886	0.069077	0.085389	0.033002	0.063519
person	0.062220	0.106161	0.096038	0.113636	0.056136	0.053286	0.045598	0.082057	0.071075	0.067331	0.068485	0.067583	0.046923	0.063470
on	0.064575	0.097901	0.076812	0.063201	0.079675	0.069719	0.061352	0.080526	0.093139	0.067998	0.083363	0.061588	0.045347	0.054805
a	0.062365	0.075858	0.124551	0.069350	0.069581	0.065165	0.075324	0.080896	0.075954	0.041447	0.107446	0.053704	0.043727	0.054631
horse	0.059122	0.091739	0.085297	0.084341	0.065241	0.064081	0.066403	0.073347	0.056080	0.067679	0.093558	0.068114	0.052085	0.072913
jumps	0.044378	0.099334	0.063228	0.080620	0.068036	0.078086	0.060004	0.089175	0.090470	0.059128	0.100968	0.070238	0.045507	0.050827
over	0.081223	0.077254	0.091068	0.076562	0.064433	0.073506	0.069578	0.096704	0.067600	0.058428	0.074862	0.060681	0.038539	0.069562
a	0.062579	0.075861	0.096152	0.079765	0.069412	0.070442	0.065873	0.087756	0.069181	0.057967	0.098111	0.054213	0.047748	0.064939
broken	0.065318	0.103278	0.084008	0.091996	0.054787	0.074250	0.054984	0.054958	0.076678	0.071503	0.085817	0.069918	0.055601	0.056902
down	0.072363	0.086069	0.082390	0.086484	0.051770	0.058115	0.069418	0.093617	0.063207	0.073930	0.059784	0.066420	0.065035	0.071399
airplane	0.054854	0.072962	0.091721	0.091169	0.061231	0.066846	0.057842	0.092545	0.059988	0.058880	0.086423	0.070229	0.055497	0.079812
.	0.057628	0.091397	0.089730	0.050229	0.082548	0.079990	0.081171	0.102442	0.063296	0.050601	0.081581	0.069854	0.054288	0.045244
[SEP]	0.046804	0.082959	0.095563	0.096720	0.075484	0.080457	0.073578	0.066780	0.080284	0.061607	0.077094	0.065185	0.050380	0.047103
