TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.046551	0.059714	0.082939	0.072191	0.076663	0.054347	0.094931	0.042796	0.130681	0.107453	0.065771	0.053771	0.053718	0.058473
A	0.057044	0.082795	0.076387	0.065755	0.072832	0.071162	0.075116	0.046689	0.122150	0.097951	0.057199	0.068392	0.063415	0.043112
person	0.059447	0.058085	0.085977	0.062712	0.079059	0.056928	0.078628	0.088659	0.103060	0.077366	0.058816	0.067041	0.054049	0.070171
on	0.054346	0.045644	0.083347	0.063928	0.107011	0.052947	0.096287	0.059086	0.105438	0.082373	0.064230	0.059059	0.056562	0.069741
a	0.080687	0.053491	0.094864	0.084283	0.064161	0.074328	0.088414	0.039408	0.089828	0.078558	0.061556	0.046726	0.072490	0.071208
horse	0.068446	0.047240	0.064626	0.062299	0.066067	0.067658	0.091066	0.054608	0.110070	0.092603	0.071176	0.060263	0.073989	0.069889
jumps	0.067208	0.055595	0.073595	0.056289	0.112938	0.060953	0.100333	0.040445	0.096753	0.077866	0.067888	0.064690	0.043888	0.081559
over	0.059352	0.047761	0.107448	0.065480	0.091359	0.049508	0.085286	0.046005	0.112695	0.064824	0.080845	0.061098	0.052344	0.075996
a	0.057293	0.064647	0.078937	0.089391	0.090816	0.084655	0.075902	0.039162	0.115683	0.083997	0.048633	0.045950	0.053205	0.071728
broken	0.067685	0.074009	0.081883	0.080145	0.068323	0.059319	0.092058	0.046745	0.090916	0.103096	0.060496	0.047933	0.070619	0.056772
down	0.059408	0.050482	0.083213	0.067756	0.097226	0.053306	0.079016	0.045221	0.129270	0.074690	0.080233	0.058578	0.064285	0.057318
airplane	0.050903	0.086294	0.081293	0.076527	0.078789	0.072024	0.100194	0.050025	0.083793	0.078825	0.059058	0.056158	0.055288	0.070828
.	0.064031	0.065532	0.076657	0.075762	0.078259	0.065752	0.085719	0.051375	0.086780	0.062726	0.067424	0.070533	0.081318	0.068132
[SEP]	0.087527	0.063288	0.093304	0.068874	0.066755	0.060890	0.104930	0.040454	0.089927	0.087326	0.069392	0.057390	0.054661	0.055281
