TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.073728	0.117349	0.052363	0.082693	0.070671	0.076898	0.051236	0.046684	0.111977	0.048341	0.075304	0.042522	0.055287	0.094945
A	0.074665	0.122176	0.067798	0.091722	0.057772	0.076087	0.075355	0.068285	0.082004	0.059133	0.048883	0.054922	0.051976	0.069224
person	0.108673	0.091841	0.066757	0.074486	0.060918	0.076587	0.059111	0.072089	0.076635	0.044822	0.064954	0.066099	0.082297	0.054732
on	0.082292	0.107781	0.072344	0.067013	0.070858	0.072872	0.048196	0.065291	0.092943	0.072352	0.050225	0.053713	0.061583	0.082537
a	0.079250	0.095770	0.081182	0.086479	0.058120	0.081094	0.058089	0.075743	0.076568	0.058878	0.065123	0.053038	0.073801	0.056864
horse	0.093090	0.094818	0.077918	0.082627	0.054707	0.080855	0.061242	0.079275	0.078415	0.054833	0.055432	0.057508	0.072624	0.056656
jumps	0.086329	0.096887	0.082590	0.080273	0.063699	0.065761	0.049238	0.080688	0.071390	0.051635	0.065410	0.061854	0.079215	0.065030
over	0.087856	0.119329	0.067817	0.086715	0.056341	0.065336	0.052703	0.070789	0.075412	0.058300	0.094491	0.041335	0.069674	0.053902
a	0.088626	0.086332	0.079022	0.072732	0.060543	0.090277	0.066062	0.085883	0.080315	0.051575	0.069621	0.047813	0.054865	0.066334
broken	0.089396	0.100788	0.064988	0.081357	0.056808	0.091954	0.049756	0.077580	0.079669	0.053722	0.064963	0.040782	0.050656	0.097581
down	0.115069	0.075124	0.070468	0.083521	0.053875	0.064470	0.054840	0.075476	0.084272	0.059205	0.090117	0.052903	0.049038	0.071621
airplane	0.077728	0.079647	0.063512	0.094230	0.070107	0.087603	0.056291	0.076112	0.088528	0.071436	0.062462	0.037583	0.062635	0.072126
.	0.068809	0.117230	0.063472	0.066004	0.066450	0.089267	0.050982	0.089505	0.085561	0.048038	0.074298	0.053190	0.042491	0.084703
[SEP]	0.069303	0.094530	0.082362	0.081621	0.062176	0.076206	0.054771	0.086993	0.072636	0.055110	0.072557	0.050590	0.077113	0.064034
