TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.061488	0.054661	0.064418	0.108667	0.079983	0.075996	0.080797	0.054497	0.081333	0.055788	0.072540	0.078256	0.046010	0.085566
A	0.052820	0.052299	0.059942	0.080881	0.073252	0.069866	0.064025	0.083862	0.104504	0.041660	0.054953	0.078119	0.082918	0.100900
person	0.087445	0.077482	0.069771	0.117976	0.064373	0.082745	0.071774	0.073740	0.070099	0.064712	0.059236	0.074144	0.035700	0.050802
on	0.064091	0.055790	0.079946	0.093747	0.055649	0.084677	0.064940	0.067105	0.075792	0.056548	0.069890	0.092873	0.065411	0.073541
a	0.073617	0.051332	0.070634	0.124114	0.054329	0.089328	0.075631	0.072953	0.093378	0.046827	0.039891	0.089747	0.047338	0.070881
horse	0.049702	0.054530	0.074978	0.114562	0.053072	0.081043	0.064350	0.078838	0.074184	0.038574	0.059563	0.105456	0.072408	0.078742
jumps	0.071786	0.049795	0.069008	0.085963	0.058597	0.083676	0.060998	0.080330	0.080266	0.079762	0.056770	0.075738	0.071224	0.076087
over	0.055868	0.082406	0.078045	0.084572	0.072852	0.065484	0.080042	0.089282	0.101345	0.058077	0.046938	0.071920	0.035033	0.078136
a	0.077598	0.057372	0.063729	0.101488	0.067630	0.085287	0.073184	0.077829	0.095475	0.050188	0.042159	0.081298	0.052595	0.074168
broken	0.055868	0.063277	0.062560	0.086982	0.052294	0.094487	0.087060	0.084505	0.076249	0.045328	0.051423	0.076956	0.063979	0.099032
down	0.085719	0.052369	0.064282	0.104959	0.072761	0.072782	0.059390	0.062300	0.113815	0.063311	0.051071	0.087786	0.048128	0.061327
airplane	0.066572	0.047137	0.073414	0.099704	0.054870	0.091162	0.084854	0.070070	0.082504	0.044472	0.061869	0.110769	0.038025	0.074577
.	0.047539	0.056983	0.070274	0.100600	0.071903	0.075077	0.077761	0.059291	0.086267	0.045815	0.076841	0.097951	0.058340	0.075358
[SEP]	0.076332	0.057101	0.060461	0.104690	0.063664	0.069447	0.072539	0.064750	0.124474	0.062126	0.054106	0.070278	0.050412	0.069620
