TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.096717	0.070402	0.075804	0.061390	0.078242	0.062051	0.075821	0.075731	0.070435	0.068862	0.083874	0.088357	0.055228	0.037086
A	0.088269	0.068938	0.076628	0.060123	0.090326	0.044929	0.055427	0.067389	0.089373	0.063518	0.069866	0.066244	0.069798	0.089169
person	0.072907	0.073217	0.078521	0.047109	0.054678	0.089982	0.067611	0.082346	0.065903	0.073650	0.068229	0.089128	0.089142	0.047578
on	0.055091	0.092009	0.076836	0.052978	0.059388	0.084581	0.090263	0.059397	0.060807	0.065654	0.089285	0.063462	0.093929	0.056321
a	0.068019	0.077453	0.055677	0.065386	0.081737	0.067484	0.061603	0.091354	0.081494	0.059260	0.079730	0.068136	0.096379	0.046289
horse	0.073593	0.060594	0.071748	0.067711	0.110386	0.072918	0.063994	0.074373	0.083945	0.057164	0.069302	0.045962	0.084457	0.063852
jumps	0.060683	0.094993	0.065292	0.075640	0.052714	0.067483	0.063618	0.061002	0.059260	0.070895	0.074975	0.068185	0.138736	0.046523
over	0.061398	0.064596	0.087023	0.076988	0.072152	0.043729	0.067474	0.075345	0.063542	0.051297	0.093955	0.079372	0.096204	0.066923
a	0.097780	0.069413	0.062584	0.047709	0.068272	0.067182	0.049463	0.078030	0.071036	0.056703	0.066717	0.065202	0.105379	0.094531
broken	0.110223	0.077421	0.066641	0.049499	0.081130	0.063439	0.062686	0.066534	0.082459	0.063626	0.072413	0.057790	0.097864	0.048274
down	0.066267	0.096846	0.097918	0.051399	0.055035	0.068157	0.085093	0.080500	0.057303	0.061328	0.093169	0.076117	0.049163	0.061704
airplane	0.095821	0.088291	0.097053	0.063669	0.054460	0.054668	0.073974	0.070509	0.066053	0.034317	0.112829	0.073067	0.061470	0.053822
.	0.079555	0.074183	0.095120	0.065101	0.067838	0.071783	0.078740	0.084749	0.049979	0.051415	0.092087	0.061645	0.076996	0.050809
[SEP]	0.071732	0.071925	0.084093	0.059786	0.066575	0.078904	0.070165	0.073423	0.062896	0.055602	0.078964	0.074064	0.081377	0.070494
