TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.076653	0.078275	0.086260	0.067658	0.063605	0.056357	0.047136	0.079764	0.069131	0.096209	0.052105	0.076196	0.071266	0.079383
A	0.055655	0.076127	0.061865	0.058979	0.060462	0.083279	0.061215	0.077891	0.056283	0.119366	0.071955	0.077107	0.056814	0.083001
person	0.071650	0.052197	0.077653	0.062724	0.073402	0.065012	0.059397	0.067793	0.084199	0.084012	0.093834	0.070491	0.059872	0.077765
on	0.077328	0.047428	0.066516	0.060639	0.064521	0.075705	0.062905	0.074157	0.066148	0.103133	0.081951	0.072266	0.060776	0.086527
a	0.073115	0.055467	0.051241	0.092025	0.052215	0.053250	0.064861	0.068182	0.052500	0.130302	0.093305	0.052920	0.069224	0.091393
horse	0.068431	0.062577	0.055644	0.065785	0.077117	0.076814	0.054185	0.067445	0.066843	0.095341	0.078737	0.067260	0.067267	0.096553
jumps	0.066615	0.078256	0.058521	0.059822	0.067518	0.087536	0.049045	0.081340	0.066702	0.081826	0.077264	0.069905	0.073974	0.081677
over	0.057999	0.044240	0.077073	0.049696	0.079119	0.050585	0.052481	0.064345	0.064947	0.110096	0.091404	0.093532	0.079526	0.084959
a	0.092030	0.056467	0.080388	0.081832	0.057809	0.072408	0.070737	0.049332	0.058791	0.107181	0.066483	0.056344	0.066101	0.084097
broken	0.068693	0.071424	0.072627	0.073778	0.063516	0.060220	0.045776	0.062601	0.076709	0.111284	0.074195	0.075808	0.051660	0.091709
down	0.079453	0.069580	0.055600	0.050982	0.070666	0.109127	0.063702	0.054440	0.047329	0.077766	0.074802	0.093430	0.043357	0.109766
airplane	0.075814	0.066578	0.066916	0.068836	0.048221	0.087667	0.053219	0.062258	0.048198	0.105101	0.098996	0.088336	0.057001	0.072858
.	0.074894	0.084428	0.074958	0.065603	0.071270	0.055584	0.063899	0.063623	0.059174	0.098133	0.072958	0.066532	0.051312	0.097632
[SEP]	0.067450	0.070220	0.061425	0.051055	0.076569	0.087802	0.089500	0.057258	0.081966	0.075383	0.090531	0.072077	0.055681	0.063081
