TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.078827	0.095935	0.060581	0.058999	0.055327	0.050585	0.034095	0.084375	0.085250	0.085965	0.064036	0.085134	0.094701	0.066188
A	0.083744	0.085795	0.056257	0.067198	0.059892	0.071878	0.056410	0.076615	0.082099	0.071624	0.080623	0.069008	0.070296	0.068562
person	0.086283	0.087000	0.061762	0.080693	0.054739	0.057414	0.031894	0.085387	0.084915	0.062672	0.066329	0.075576	0.098765	0.066573
on	0.079593	0.087602	0.035624	0.068985	0.051248	0.076264	0.047145	0.077937	0.058076	0.064269	0.095691	0.086078	0.082698	0.088791
a	0.052845	0.065754	0.051319	0.060655	0.080939	0.054924	0.049955	0.082771	0.096534	0.058987	0.118329	0.074192	0.074261	0.078536
horse	0.062989	0.096466	0.056905	0.058407	0.065531	0.058870	0.045045	0.111114	0.099818	0.057448	0.060201	0.068410	0.093330	0.065466
jumps	0.077561	0.101920	0.036083	0.070189	0.050694	0.060174	0.040771	0.099162	0.072159	0.073158	0.082227	0.073319	0.109272	0.053311
over	0.080801	0.079810	0.046761	0.077443	0.052271	0.062686	0.048620	0.098578	0.077272	0.050467	0.084725	0.081891	0.084327	0.074347
a	0.079371	0.082070	0.048781	0.063811	0.052729	0.071793	0.046774	0.089603	0.074049	0.057077	0.100404	0.065885	0.086644	0.081008
broken	0.060553	0.091216	0.061263	0.062687	0.075599	0.049317	0.040025	0.085062	0.088564	0.073518	0.068848	0.069951	0.102005	0.071393
down	0.056287	0.075488	0.061605	0.073675	0.057989	0.071022	0.053221	0.084484	0.075517	0.071095	0.097238	0.076096	0.061940	0.084343
airplane	0.083770	0.082200	0.050292	0.088392	0.056435	0.060504	0.050334	0.092273	0.075286	0.048611	0.067786	0.062218	0.092074	0.089825
.	0.076153	0.084307	0.046605	0.071392	0.066720	0.045305	0.052900	0.085682	0.087500	0.073373	0.085565	0.069165	0.087160	0.068173
[SEP]	0.069660	0.115591	0.043482	0.070704	0.067733	0.053683	0.045853	0.087382	0.106105	0.060116	0.075881	0.070639	0.074305	0.058865
