TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.042507	0.056770	0.069796	0.046320	0.118466	0.076702	0.068100	0.050894	0.111296	0.090151	0.042243	0.072846	0.092950	0.060958
A	0.071421	0.074948	0.070469	0.049681	0.089387	0.087311	0.094549	0.060560	0.078723	0.083073	0.052841	0.056560	0.082882	0.047595
person	0.045351	0.094039	0.061114	0.064757	0.125561	0.065109	0.049030	0.054868	0.113119	0.072108	0.088432	0.051228	0.056005	0.059280
on	0.066999	0.062291	0.064515	0.054358	0.095408	0.100970	0.061498	0.050428	0.081817	0.077266	0.056340	0.064398	0.073498	0.090214
a	0.073736	0.086379	0.065681	0.056444	0.076198	0.072964	0.076152	0.048227	0.067877	0.110763	0.036131	0.092906	0.090397	0.046145
horse	0.067465	0.070661	0.076507	0.058877	0.069247	0.080383	0.070160	0.084557	0.067000	0.084879	0.066265	0.065915	0.069438	0.068645
jumps	0.092124	0.092717	0.071821	0.056330	0.080092	0.088010	0.047518	0.079850	0.062320	0.086786	0.058734	0.069291	0.058608	0.055801
over	0.061503	0.090865	0.063364	0.056573	0.074356	0.075453	0.053522	0.090853	0.073473	0.085600	0.078881	0.084382	0.053558	0.057618
a	0.086724	0.073899	0.098438	0.054038	0.063261	0.088073	0.071589	0.058306	0.051474	0.112730	0.037196	0.089698	0.072404	0.042169
broken	0.071226	0.092558	0.066927	0.049597	0.069701	0.066545	0.082270	0.081493	0.066606	0.108091	0.038286	0.070266	0.084304	0.052130
down	0.052241	0.070741	0.082375	0.066752	0.064515	0.086583	0.078913	0.058654	0.060383	0.106184	0.056202	0.066775	0.079910	0.069772
airplane	0.080913	0.081743	0.060431	0.048072	0.068080	0.089764	0.047294	0.065078	0.065979	0.094159	0.049345	0.103876	0.076382	0.068884
.	0.050654	0.085976	0.102051	0.046605	0.074914	0.093618	0.099611	0.056412	0.053709	0.085079	0.046774	0.071058	0.073379	0.060158
[SEP]	0.038280	0.057243	0.062129	0.063942	0.106315	0.101941	0.041952	0.041275	0.091581	0.140787	0.058811	0.058208	0.077695	0.059840
