TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.057124	0.093429	0.056391	0.084135	0.079876	0.053178	0.075489	0.076985	0.069308	0.054005	0.080313	0.068948	0.072969	0.077852
A	0.066553	0.083342	0.046232	0.053717	0.069826	0.060367	0.079668	0.076740	0.071575	0.063029	0.098246	0.070452	0.084591	0.075664
person	0.074294	0.081858	0.068435	0.064977	0.093009	0.061302	0.067883	0.065614	0.082434	0.044272	0.071030	0.078777	0.065397	0.080719
on	0.072901	0.090749	0.062006	0.058946	0.081839	0.057255	0.072307	0.053475	0.083629	0.057204	0.101054	0.073744	0.058575	0.076317
a	0.064330	0.073353	0.052279	0.061438	0.082908	0.054151	0.084225	0.081611	0.069861	0.059098	0.089428	0.074091	0.071925	0.081301
horse	0.063648	0.080356	0.054580	0.071971	0.072941	0.056560	0.115785	0.067085	0.076073	0.058388	0.074099	0.070632	0.063998	0.073883
jumps	0.072060	0.076997	0.064199	0.071079	0.088586	0.057689	0.074313	0.078341	0.060897	0.066099	0.069726	0.076245	0.073806	0.069963
over	0.063655	0.067114	0.065397	0.064081	0.116956	0.047164	0.077149	0.064878	0.086119	0.047767	0.063766	0.103168	0.057650	0.075136
a	0.057725	0.070134	0.053847	0.065885	0.070031	0.062574	0.080990	0.077487	0.079304	0.070392	0.078543	0.063618	0.085578	0.083891
broken	0.068732	0.085396	0.061717	0.056710	0.063763	0.058900	0.085609	0.078597	0.076826	0.052153	0.068784	0.076037	0.074156	0.092621
down	0.061049	0.102731	0.057727	0.071541	0.066880	0.065794	0.102618	0.072543	0.072026	0.057563	0.073548	0.063913	0.068255	0.063811
airplane	0.064301	0.062868	0.048677	0.066506	0.115181	0.046865	0.083020	0.074101	0.075442	0.044785	0.098008	0.069651	0.050832	0.099762
.	0.070634	0.098524	0.070771	0.089775	0.064965	0.062436	0.075392	0.063269	0.067029	0.058981	0.081382	0.072519	0.060517	0.063805
[SEP]	0.074737	0.078147	0.049134	0.076732	0.075820	0.059796	0.098722	0.072381	0.081552	0.042441	0.077259	0.064342	0.073138	0.075797
