TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.089569	0.068276	0.072125	0.052591	0.085143	0.056340	0.057980	0.097254	0.069859	0.060839	0.096473	0.056655	0.069315	0.067580
A	0.098568	0.058120	0.071693	0.054817	0.064684	0.068572	0.081635	0.074185	0.068492	0.072067	0.067615	0.073105	0.075766	0.070682
person	0.086601	0.055674	0.058604	0.061553	0.078100	0.064678	0.077066	0.111769	0.055875	0.063932	0.075566	0.053900	0.077484	0.079199
on	0.071095	0.060628	0.063394	0.071781	0.072947	0.054139	0.079891	0.081968	0.069349	0.074643	0.065752	0.071120	0.091834	0.071459
a	0.074671	0.072820	0.062763	0.075123	0.058326	0.065417	0.081671	0.076770	0.063219	0.076424	0.069336	0.070606	0.079713	0.073139
horse	0.102373	0.077961	0.068776	0.065847	0.057634	0.069412	0.072959	0.079731	0.070876	0.062561	0.086384	0.056439	0.071259	0.057789
jumps	0.079715	0.065685	0.057021	0.061398	0.065627	0.063498	0.097795	0.097703	0.062142	0.076297	0.092828	0.049678	0.065089	0.065523
over	0.080495	0.066680	0.066390	0.055807	0.080975	0.081086	0.069571	0.074096	0.076049	0.068780	0.076075	0.058190	0.064513	0.081293
a	0.083825	0.072526	0.076783	0.073165	0.066760	0.064361	0.070274	0.074593	0.067045	0.066165	0.083627	0.061746	0.072716	0.066413
broken	0.083082	0.062278	0.056402	0.057860	0.059986	0.071014	0.074259	0.099734	0.065498	0.079894	0.057037	0.057339	0.098320	0.077296
down	0.087279	0.066117	0.068354	0.069148	0.057857	0.080676	0.100965	0.081900	0.052065	0.071508	0.067470	0.070320	0.059430	0.066911
airplane	0.076800	0.067604	0.077568	0.071134	0.059315	0.070925	0.072830	0.076235	0.057774	0.062638	0.091399	0.069425	0.072589	0.073765
.	0.078418	0.065069	0.067432	0.064219	0.080264	0.057480	0.072019	0.094358	0.071451	0.053846	0.069422	0.079653	0.076455	0.069914
[SEP]	0.091724	0.071298	0.089231	0.064463	0.073880	0.069751	0.076221	0.068653	0.059717	0.063954	0.056988	0.065780	0.079499	0.068841
