TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.056939	0.070687	0.056268	0.068887	0.062409	0.079199	0.063399	0.071158	0.085045	0.055482	0.068245	0.078318	0.079803	0.104161
A	0.048103	0.066005	0.071306	0.080318	0.060623	0.060634	0.060738	0.067059	0.089568	0.089717	0.065873	0.067816	0.074625	0.097617
person	0.051953	0.080895	0.065217	0.074512	0.067261	0.086036	0.075449	0.059600	0.073885	0.090940	0.064241	0.073056	0.059394	0.077562
on	0.045710	0.068460	0.047404	0.066383	0.072690	0.081131	0.057230	0.080897	0.081351	0.076896	0.058019	0.074773	0.064774	0.124283
a	0.048927	0.075285	0.051600	0.071276	0.073791	0.085014	0.056682	0.061265	0.084836	0.062761	0.067789	0.077709	0.086147	0.096918
horse	0.042024	0.070776	0.050644	0.087404	0.084010	0.073548	0.069700	0.063747	0.089986	0.070137	0.054130	0.068724	0.093643	0.081529
jumps	0.052535	0.088233	0.057092	0.077312	0.074016	0.082696	0.060137	0.066984	0.061922	0.071320	0.061515	0.069895	0.098613	0.077730
over	0.062439	0.077437	0.051561	0.068526	0.065725	0.070646	0.052732	0.054015	0.083051	0.084642	0.068791	0.066858	0.094704	0.098875
a	0.051119	0.068609	0.058726	0.082919	0.064735	0.074117	0.070205	0.067064	0.085967	0.054412	0.056543	0.086425	0.078777	0.100383
broken	0.045522	0.067182	0.043716	0.103928	0.052305	0.082803	0.061179	0.061472	0.074952	0.072985	0.063342	0.079678	0.100988	0.089947
down	0.052557	0.066209	0.048322	0.085424	0.064190	0.090241	0.055788	0.070801	0.072350	0.078013	0.065202	0.073750	0.077140	0.100014
airplane	0.046639	0.063080	0.046433	0.074342	0.071249	0.076507	0.052992	0.065715	0.080078	0.075098	0.065150	0.078450	0.078608	0.125660
.	0.051375	0.078200	0.048849	0.067892	0.067352	0.077323	0.065619	0.065052	0.097335	0.060233	0.061498	0.075378	0.081993	0.101901
[SEP]	0.063562	0.056125	0.061380	0.088918	0.051857	0.098962	0.055450	0.052283	0.067337	0.068046	0.062024	0.064622	0.066585	0.142849
