TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.048161	0.052415	0.058758	0.071105	0.067457	0.099983	0.090180	0.051945	0.083556	0.092072	0.064955	0.068897	0.074297	0.076220
A	0.054775	0.051397	0.059338	0.066868	0.087117	0.074447	0.104431	0.069149	0.049025	0.103271	0.057280	0.060807	0.072439	0.089657
person	0.071040	0.075244	0.090288	0.072753	0.071721	0.066384	0.087878	0.053703	0.067259	0.089100	0.055266	0.052774	0.083244	0.063346
on	0.050942	0.055981	0.050461	0.054741	0.116427	0.090390	0.091194	0.067467	0.069918	0.093370	0.048753	0.063706	0.070177	0.076473
a	0.052082	0.049557	0.052731	0.063885	0.147047	0.048630	0.062312	0.062431	0.110651	0.109228	0.051467	0.040128	0.061852	0.087999
horse	0.063917	0.061843	0.053516	0.049311	0.100389	0.077815	0.071704	0.059333	0.067308	0.113792	0.046480	0.056728	0.086750	0.091115
jumps	0.052948	0.079058	0.058728	0.082359	0.080204	0.087029	0.077501	0.071511	0.068069	0.087753	0.051530	0.062273	0.072981	0.068057
over	0.050453	0.061526	0.057635	0.066023	0.111134	0.074960	0.087973	0.058736	0.081288	0.117279	0.047850	0.041489	0.083428	0.060226
a	0.049591	0.053476	0.050755	0.055020	0.120610	0.075830	0.064448	0.062642	0.105441	0.115591	0.047957	0.053794	0.059703	0.085141
broken	0.048717	0.041012	0.061690	0.048006	0.113057	0.081851	0.087496	0.048245	0.077415	0.103333	0.055777	0.079888	0.086538	0.066977
down	0.034196	0.050005	0.056635	0.060354	0.123187	0.132265	0.115199	0.046019	0.093570	0.060910	0.040315	0.068035	0.055016	0.064293
airplane	0.055884	0.060039	0.066608	0.077980	0.095274	0.098608	0.106549	0.048474	0.084225	0.071987	0.045730	0.039555	0.066978	0.082109
.	0.041062	0.044561	0.067357	0.059032	0.107174	0.102607	0.107919	0.057750	0.062187	0.064513	0.049122	0.070050	0.077507	0.089158
[SEP]	0.044481	0.048886	0.062129	0.062386	0.131411	0.094535	0.068085	0.056398	0.077952	0.117103	0.044558	0.042169	0.087034	0.062874
