TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.113597	0.061150	0.046889	0.059154	0.064281	0.051508	0.065670	0.076979	0.077011	0.074147	0.067261	0.079548	0.105470	0.057337
A	0.077008	0.071844	0.068393	0.061327	0.043754	0.086746	0.079416	0.062077	0.059387	0.079291	0.069343	0.080282	0.082845	0.078287
person	0.087338	0.051966	0.090525	0.064625	0.054161	0.062822	0.072630	0.101001	0.073403	0.058961	0.067319	0.067814	0.076852	0.070582
on	0.108191	0.050049	0.082001	0.064922	0.062358	0.062107	0.056715	0.093299	0.066617	0.091258	0.071346	0.066948	0.073259	0.050930
a	0.069940	0.075889	0.072262	0.079201	0.065210	0.078307	0.064360	0.084457	0.070199	0.071193	0.060997	0.072269	0.062031	0.073685
horse	0.095625	0.045385	0.066050	0.054670	0.075530	0.076709	0.066991	0.064185	0.095023	0.072279	0.051509	0.086351	0.087997	0.061696
jumps	0.068995	0.060820	0.062160	0.065204	0.063728	0.073996	0.061277	0.089631	0.080654	0.074564	0.054309	0.087169	0.083772	0.073721
over	0.110462	0.055886	0.080594	0.047928	0.067932	0.059450	0.062213	0.085555	0.071164	0.087067	0.073744	0.063990	0.064444	0.069572
a	0.077229	0.070651	0.069900	0.069030	0.057664	0.075213	0.071926	0.076052	0.066866	0.073196	0.061747	0.080573	0.073478	0.076475
broken	0.110363	0.057108	0.086536	0.061874	0.044914	0.066344	0.084416	0.076288	0.054067	0.073708	0.063455	0.076487	0.092383	0.052056
down	0.085569	0.061941	0.104987	0.065502	0.061931	0.061935	0.061808	0.090385	0.069993	0.071327	0.066113	0.081334	0.051067	0.066107
airplane	0.087682	0.073723	0.083265	0.081825	0.046782	0.088330	0.078296	0.086499	0.051586	0.074292	0.059114	0.074032	0.056354	0.058221
.	0.103024	0.063696	0.071994	0.051929	0.047362	0.074387	0.077215	0.071055	0.065860	0.056723	0.089381	0.078817	0.095052	0.053505
[SEP]	0.105900	0.060000	0.063915	0.057601	0.049573	0.080702	0.075680	0.084108	0.064465	0.065039	0.059704	0.077571	0.098308	0.057433
