TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.067440	0.048581	0.056203	0.083222	0.073781	0.049332	0.081520	0.076927	0.070618	0.066785	0.071873	0.087709	0.065152	0.100857
A	0.090807	0.058470	0.082408	0.073500	0.067035	0.047993	0.068910	0.054700	0.061123	0.099358	0.065131	0.059323	0.070929	0.100314
person	0.062428	0.079028	0.070496	0.058750	0.071295	0.065647	0.068847	0.070483	0.065428	0.076830	0.082252	0.081058	0.054749	0.092709
on	0.060651	0.068242	0.083301	0.073928	0.058397	0.072904	0.061296	0.067328	0.076601	0.081452	0.071314	0.086845	0.052389	0.085350
a	0.073192	0.077374	0.082450	0.074378	0.076262	0.051888	0.066297	0.048709	0.087776	0.053874	0.082742	0.084614	0.065673	0.074772
horse	0.080322	0.065860	0.076319	0.064970	0.065844	0.060205	0.066198	0.049603	0.076163	0.073554	0.080258	0.103550	0.057241	0.079914
jumps	0.085727	0.098502	0.045159	0.086713	0.051338	0.074264	0.052255	0.064835	0.059945	0.044884	0.064019	0.083615	0.098384	0.090359
over	0.074895	0.061931	0.066788	0.084198	0.063905	0.064535	0.070146	0.057719	0.069794	0.069405	0.062366	0.101014	0.073324	0.079981
a	0.077729	0.099688	0.074882	0.062686	0.107664	0.046131	0.062681	0.046933	0.105090	0.047018	0.078161	0.077499	0.045330	0.068507
broken	0.064629	0.089598	0.082254	0.071348	0.074252	0.070830	0.070367	0.063925	0.073141	0.069132	0.065398	0.070988	0.053806	0.080331
down	0.070248	0.063862	0.061971	0.066370	0.061277	0.061333	0.069521	0.066664	0.066868	0.072028	0.087911	0.075806	0.042769	0.133372
airplane	0.071043	0.058506	0.066432	0.079478	0.064096	0.060025	0.065206	0.063322	0.074811	0.075996	0.066916	0.085205	0.075113	0.093849
.	0.063838	0.062356	0.065415	0.060082	0.086309	0.091439	0.071952	0.063327	0.082687	0.102544	0.066374	0.056214	0.047543	0.079919
[SEP]	0.071602	0.050659	0.062952	0.092162	0.073934	0.055814	0.072494	0.062740	0.085428	0.083426	0.070284	0.076282	0.048888	0.093334
