TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.074425	0.086310	0.059321	0.057249	0.054652	0.103443	0.102206	0.069953	0.053473	0.079412	0.076128	0.047544	0.077507	0.058375
A	0.099577	0.059126	0.072913	0.056847	0.070865	0.098434	0.076100	0.072737	0.064688	0.069127	0.069626	0.046080	0.090298	0.053583
person	0.091817	0.055632	0.050639	0.053306	0.056344	0.095132	0.098508	0.061974	0.048621	0.104135	0.088335	0.056330	0.072586	0.066643
on	0.081947	0.064541	0.073804	0.066331	0.083711	0.089694	0.064048	0.066097	0.061827	0.086246	0.081663	0.039239	0.093759	0.047094
a	0.077140	0.045741	0.055792	0.051805	0.066949	0.119798	0.069216	0.102357	0.058238	0.076720	0.073133	0.033594	0.089555	0.079962
horse	0.087485	0.051583	0.049565	0.048922	0.069008	0.113510	0.074412	0.064770	0.070409	0.098822	0.083912	0.045228	0.089116	0.053258
jumps	0.070166	0.059271	0.049994	0.067060	0.107616	0.084615	0.063899	0.075658	0.096263	0.075665	0.093307	0.036563	0.061815	0.058106
over	0.075660	0.053305	0.055173	0.060654	0.056742	0.104689	0.087840	0.069737	0.065086	0.079919	0.079284	0.039195	0.094544	0.078171
a	0.067721	0.047203	0.075022	0.069305	0.079212	0.101078	0.083182	0.082532	0.064206	0.091230	0.058446	0.038152	0.071325	0.071387
broken	0.094361	0.056292	0.069191	0.064852	0.056258	0.109792	0.068797	0.069820	0.058828	0.080126	0.064218	0.035930	0.101331	0.070204
down	0.068717	0.064172	0.076094	0.080298	0.058742	0.110656	0.078492	0.071516	0.064714	0.064164	0.072210	0.047931	0.085109	0.057186
airplane	0.094606	0.056790	0.061902	0.063672	0.069511	0.083477	0.054543	0.083615	0.087696	0.067479	0.099574	0.038452	0.084662	0.054021
.	0.092015	0.059728	0.062065	0.051426	0.064386	0.094070	0.068691	0.076325	0.068461	0.092014	0.094050	0.050771	0.071649	0.054350
[SEP]	0.075339	0.055655	0.065443	0.054881	0.068102	0.110936	0.100704	0.078254	0.064595	0.079615	0.063992	0.043781	0.076970	0.061733
