TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.050583	0.082571	0.045575	0.072070	0.069023	0.081080	0.050341	0.059384	0.073709	0.067284	0.081315	0.100395	0.094454	0.072218
A	0.052723	0.086560	0.042065	0.054160	0.075412	0.076031	0.061442	0.057531	0.099877	0.063258	0.074895	0.072927	0.085827	0.097292
person	0.065767	0.057019	0.046321	0.065936	0.082660	0.075356	0.080896	0.067879	0.073991	0.061242	0.090636	0.099493	0.080124	0.052681
on	0.050629	0.075901	0.047532	0.069617	0.056718	0.094268	0.074194	0.068112	0.071700	0.063682	0.085226	0.080072	0.093024	0.069324
a	0.059783	0.077433	0.055396	0.064887	0.069216	0.068436	0.071072	0.062547	0.108985	0.055298	0.075429	0.094275	0.092058	0.045184
horse	0.068943	0.071719	0.054603	0.066509	0.061488	0.087675	0.053463	0.052496	0.066589	0.056626	0.092842	0.076791	0.085913	0.104342
jumps	0.061141	0.083629	0.048021	0.063523	0.059466	0.102272	0.054008	0.056285	0.079450	0.054901	0.078699	0.085404	0.089007	0.084196
over	0.059229	0.085903	0.051364	0.076472	0.061056	0.076813	0.060239	0.059470	0.074282	0.066263	0.077640	0.084232	0.101594	0.065444
a	0.060529	0.076086	0.064614	0.063486	0.071097	0.063774	0.064311	0.058866	0.102181	0.057735	0.095268	0.097748	0.078517	0.045787
broken	0.064997	0.069584	0.065973	0.070333	0.072269	0.073417	0.060418	0.060223	0.083011	0.056918	0.080790	0.084907	0.087176	0.069984
down	0.075069	0.080024	0.057247	0.071715	0.055095	0.086781	0.052914	0.061654	0.085023	0.061923	0.067541	0.069942	0.086457	0.088614
airplane	0.057259	0.067660	0.046548	0.083693	0.061459	0.085211	0.060426	0.064111	0.065066	0.062939	0.093611	0.104818	0.091531	0.055667
.	0.051223	0.074961	0.057104	0.082707	0.068275	0.077361	0.042171	0.057667	0.070727	0.077045	0.100656	0.095838	0.077974	0.066292
[SEP]	0.060470	0.091089	0.043221	0.071207	0.055697	0.085356	0.057709	0.054808	0.070233	0.060053	0.077848	0.107721	0.086676	0.077910
