TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.060812	0.064823	0.090137	0.091608	0.038828	0.064381	0.069506	0.091985	0.048085	0.050681	0.120986	0.079981	0.065472	0.062715
A	0.089923	0.066604	0.090500	0.075573	0.041475	0.056523	0.059514	0.068417	0.055365	0.078512	0.070786	0.083488	0.084895	0.078426
person	0.056628	0.074070	0.078826	0.076025	0.066424	0.069234	0.056649	0.103246	0.073009	0.071761	0.086084	0.058694	0.059189	0.070160
on	0.083963	0.071752	0.067010	0.077065	0.065224	0.062028	0.061476	0.066362	0.064608	0.090289	0.071454	0.084978	0.064028	0.069764
a	0.095988	0.067995	0.085158	0.071937	0.072064	0.053159	0.052963	0.068732	0.065950	0.076206	0.086462	0.091705	0.056394	0.055286
horse	0.094879	0.084722	0.088502	0.079352	0.058052	0.045241	0.068082	0.062751	0.046447	0.065635	0.074629	0.088682	0.068972	0.074054
jumps	0.090976	0.064170	0.071295	0.076762	0.074354	0.050453	0.068001	0.058688	0.070882	0.058908	0.059387	0.109243	0.082356	0.064526
over	0.077869	0.073470	0.082080	0.065626	0.051554	0.053727	0.071826	0.086751	0.072709	0.072161	0.095342	0.057842	0.070878	0.068165
a	0.076319	0.078683	0.079821	0.070603	0.066893	0.079437	0.063103	0.072430	0.061151	0.069070	0.072833	0.065533	0.086988	0.057136
broken	0.072521	0.063298	0.093827	0.079683	0.065878	0.061430	0.063165	0.081582	0.050652	0.062183	0.082006	0.090327	0.074571	0.058877
down	0.068943	0.066909	0.065131	0.082339	0.070460	0.063725	0.068881	0.080682	0.072037	0.083584	0.080405	0.076768	0.076302	0.043834
airplane	0.065058	0.063469	0.076234	0.075923	0.070497	0.072551	0.069214	0.086094	0.067332	0.062463	0.080358	0.078167	0.066768	0.065871
.	0.061594	0.077539	0.067810	0.078174	0.065766	0.059904	0.057449	0.090074	0.069200	0.053848	0.094258	0.094136	0.067899	0.062350
[SEP]	0.091245	0.095888	0.063580	0.067508	0.069277	0.061746	0.063918	0.076579	0.071960	0.051725	0.066187	0.085699	0.055591	0.079097
