TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.063047	0.057960	0.113202	0.046759	0.066408	0.080394	0.072801	0.079982	0.050836	0.065730	0.082663	0.078325	0.063632	0.078261
A	0.065764	0.065264	0.122641	0.049824	0.062374	0.068798	0.064492	0.096178	0.067043	0.054989	0.087114	0.068558	0.044918	0.082040
person	0.052674	0.079318	0.121781	0.054514	0.052484	0.060270	0.088431	0.087311	0.043294	0.074552	0.077908	0.081221	0.069941	0.056301
on	0.050151	0.063048	0.102999	0.048695	0.068577	0.081314	0.088362	0.095883	0.081000	0.051962	0.061390	0.074976	0.070774	0.060869
a	0.086452	0.064841	0.097894	0.052536	0.072368	0.076917	0.064860	0.072455	0.080959	0.063831	0.074508	0.063920	0.056147	0.072312
horse	0.068820	0.066979	0.100837	0.045452	0.077159	0.072798	0.074090	0.082410	0.065863	0.055589	0.068312	0.084746	0.058207	0.078737
jumps	0.073255	0.066472	0.094016	0.061724	0.059837	0.063713	0.082426	0.075204	0.072304	0.072688	0.069897	0.080605	0.062931	0.064928
over	0.068938	0.082721	0.083195	0.064816	0.052444	0.064669	0.093075	0.079325	0.069436	0.055898	0.072387	0.087178	0.060926	0.064991
a	0.092697	0.056240	0.108023	0.053000	0.059688	0.081879	0.079037	0.084286	0.069325	0.065808	0.071598	0.055087	0.065546	0.057785
broken	0.052289	0.075227	0.095027	0.050418	0.066415	0.076017	0.073850	0.090807	0.058014	0.066298	0.064223	0.090562	0.066442	0.074411
down	0.064750	0.065494	0.102171	0.054518	0.074748	0.067818	0.066974	0.110482	0.069816	0.058583	0.072684	0.078066	0.055612	0.058283
airplane	0.064741	0.064618	0.094633	0.063935	0.057226	0.064269	0.086835	0.098918	0.052234	0.057409	0.079477	0.083155	0.076635	0.055915
.	0.052888	0.058297	0.091163	0.057983	0.074903	0.077140	0.086487	0.118085	0.055572	0.050439	0.066443	0.088705	0.058927	0.062969
[SEP]	0.063399	0.060510	0.121714	0.052965	0.061839	0.073829	0.087140	0.091642	0.059563	0.049606	0.080593	0.072587	0.063277	0.061337
