TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.082642	0.064131	0.065611	0.073458	0.057457	0.079752	0.053902	0.066692	0.062102	0.100127	0.071758	0.078209	0.071883	0.072275
A	0.052648	0.061158	0.063615	0.071221	0.076599	0.093025	0.060715	0.064530	0.076778	0.059918	0.083199	0.117709	0.069112	0.049772
person	0.071540	0.058792	0.057601	0.072620	0.057740	0.081323	0.084001	0.061079	0.066160	0.080871	0.083894	0.082644	0.079868	0.061867
on	0.055739	0.060786	0.071015	0.070113	0.071791	0.068115	0.064797	0.069022	0.069446	0.092463	0.068620	0.106762	0.058290	0.073040
a	0.075160	0.076051	0.053495	0.091852	0.083129	0.078863	0.073597	0.065207	0.063460	0.079440	0.063428	0.068987	0.075347	0.051983
horse	0.078040	0.059986	0.096586	0.072396	0.060710	0.067010	0.062920	0.079711	0.053309	0.060209	0.083685	0.081405	0.080223	0.063811
jumps	0.063104	0.057840	0.085999	0.069265	0.077432	0.061640	0.052733	0.074865	0.081715	0.059873	0.079952	0.098819	0.072688	0.064074
over	0.067297	0.059520	0.060646	0.068790	0.077914	0.073901	0.080059	0.057514	0.066437	0.086001	0.082634	0.097452	0.059918	0.061917
a	0.065993	0.073829	0.060608	0.077001	0.101592	0.076753	0.059447	0.058722	0.068830	0.079671	0.082499	0.082810	0.067628	0.044617
broken	0.085086	0.096278	0.058025	0.086083	0.074062	0.070685	0.070027	0.074774	0.067423	0.063148	0.052153	0.076661	0.073516	0.052079
down	0.083204	0.054802	0.067432	0.058378	0.058993	0.082652	0.078040	0.065892	0.053515	0.105125	0.086234	0.090452	0.064462	0.050819
airplane	0.072859	0.064035	0.059816	0.082234	0.079464	0.070045	0.057618	0.062100	0.071529	0.083951	0.076884	0.072706	0.080411	0.066345
.	0.081228	0.072037	0.064409	0.076412	0.068701	0.072146	0.053850	0.084101	0.065836	0.081194	0.067794	0.083999	0.062296	0.065997
[SEP]	0.079296	0.074966	0.071089	0.071206	0.061469	0.079681	0.061509	0.061504	0.062304	0.081352	0.065753	0.085972	0.074512	0.069386
