TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.040386	0.109992	0.051360	0.096804	0.072643	0.073000	0.079081	0.078098	0.076915	0.066225	0.074287	0.056645	0.041161	0.083403
A	0.090313	0.075111	0.084628	0.070293	0.056792	0.063446	0.045381	0.070615	0.084453	0.042789	0.106750	0.069457	0.051953	0.088018
person	0.067526	0.073826	0.078794	0.072876	0.059969	0.070957	0.062702	0.099694	0.064615	0.046481	0.106400	0.049623	0.059424	0.087113
on	0.064211	0.114058	0.077059	0.053992	0.065353	0.090214	0.060119	0.072900	0.056082	0.044659	0.086457	0.067222	0.056658	0.091014
a	0.095237	0.076287	0.100356	0.119341	0.056419	0.055302	0.070021	0.058755	0.077046	0.052711	0.067957	0.046665	0.049643	0.074258
horse	0.063567	0.058663	0.071509	0.115383	0.075316	0.068157	0.077376	0.080714	0.081112	0.042279	0.094614	0.047427	0.058343	0.065544
jumps	0.084577	0.086666	0.061061	0.052242	0.071837	0.066536	0.083034	0.095935	0.059043	0.055323	0.075309	0.058576	0.057537	0.092323
over	0.085893	0.079176	0.067635	0.057965	0.069444	0.046794	0.059355	0.062878	0.074094	0.055173	0.107980	0.058612	0.059852	0.115148
a	0.105957	0.081565	0.069951	0.086813	0.052437	0.062261	0.079075	0.078150	0.069572	0.059703	0.077164	0.067609	0.039106	0.070638
broken	0.080611	0.073823	0.065873	0.047788	0.057467	0.073510	0.087526	0.088505	0.057051	0.059552	0.078699	0.069355	0.050710	0.109530
down	0.080275	0.081537	0.081109	0.110442	0.054451	0.073204	0.062658	0.056227	0.077526	0.051779	0.082746	0.047000	0.074944	0.066103
airplane	0.083871	0.076329	0.070080	0.058019	0.068075	0.051932	0.076875	0.090340	0.077223	0.056638	0.091522	0.059933	0.054117	0.085046
.	0.090788	0.070032	0.082633	0.065043	0.061486	0.083933	0.053197	0.076414	0.071605	0.047494	0.091414	0.058833	0.057571	0.089557
[SEP]	0.119036	0.086183	0.104153	0.060549	0.051452	0.066316	0.066599	0.073218	0.053951	0.058212	0.076754	0.039135	0.062611	0.081830
