TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.073093	0.091208	0.094420	0.073898	0.059620	0.064812	0.080529	0.076201	0.044625	0.057618	0.064154	0.075336	0.066783	0.077704
A	0.074807	0.070920	0.092163	0.061973	0.056391	0.073707	0.074369	0.068423	0.045402	0.057028	0.080177	0.095814	0.085954	0.062869
person	0.060092	0.075075	0.089362	0.073430	0.071726	0.070961	0.048852	0.070672	0.058019	0.074974	0.065975	0.092116	0.065091	0.083655
on	0.072378	0.083633	0.095492	0.058632	0.060572	0.083772	0.094201	0.063066	0.046959	0.070235	0.061847	0.076227	0.075368	0.057618
a	0.056425	0.085069	0.078837	0.061831	0.067667	0.056530	0.081878	0.077188	0.057332	0.079138	0.059581	0.079272	0.067164	0.092089
horse	0.070088	0.089508	0.099253	0.054046	0.044274	0.087637	0.084532	0.097327	0.039208	0.077239	0.052982	0.059268	0.052873	0.091766
jumps	0.069461	0.069616	0.077370	0.046107	0.066534	0.084808	0.084068	0.062645	0.066577	0.071651	0.076744	0.070312	0.065696	0.088413
over	0.076396	0.073467	0.087442	0.052193	0.057558	0.056859	0.087794	0.056981	0.069165	0.064113	0.081430	0.083345	0.079449	0.073808
a	0.079919	0.097355	0.080942	0.063843	0.061603	0.064618	0.064374	0.074508	0.053154	0.077015	0.075625	0.075273	0.062808	0.068962
broken	0.075413	0.094826	0.113537	0.066240	0.053879	0.070162	0.092476	0.060611	0.045527	0.070586	0.067557	0.076217	0.061921	0.051047
down	0.074033	0.085813	0.087834	0.052333	0.047445	0.045967	0.072691	0.059301	0.048478	0.097695	0.060686	0.096070	0.095377	0.076277
airplane	0.079025	0.080528	0.086734	0.051282	0.057652	0.059663	0.084271	0.076240	0.057814	0.074776	0.063584	0.070748	0.074268	0.083415
.	0.074186	0.061510	0.106345	0.056577	0.052735	0.064164	0.091225	0.059802	0.055545	0.071085	0.087469	0.082950	0.056647	0.079761
[SEP]	0.071516	0.077736	0.104758	0.062359	0.057920	0.061245	0.100844	0.074621	0.052792	0.067072	0.071053	0.076060	0.070107	0.051916
