TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.081277	0.058521	0.083333	0.067390	0.075414	0.066132	0.067603	0.048177	0.092808	0.078408	0.061045	0.063748	0.055565	0.100580
A	0.063647	0.049293	0.049712	0.080500	0.077552	0.064743	0.094874	0.056951	0.087030	0.089105	0.046644	0.080805	0.072554	0.086589
person	0.073333	0.049773	0.059111	0.066342	0.062357	0.082060	0.070504	0.105802	0.058809	0.069251	0.043811	0.091409	0.091184	0.076255
on	0.069895	0.046560	0.065438	0.073166	0.104001	0.055848	0.054269	0.048158	0.107603	0.081527	0.048627	0.067735	0.097020	0.080152
a	0.060229	0.058823	0.057218	0.069995	0.090752	0.080599	0.064459	0.053454	0.076778	0.089949	0.039671	0.074950	0.111716	0.071409
horse	0.057870	0.044546	0.074711	0.069911	0.095397	0.060523	0.067623	0.051766	0.108497	0.094079	0.052167	0.067407	0.068403	0.087101
jumps	0.072717	0.049204	0.057533	0.077828	0.068340	0.091271	0.060818	0.058460	0.082043	0.092701	0.058448	0.059041	0.081617	0.089979
over	0.055464	0.041997	0.039143	0.083947	0.081648	0.075250	0.079660	0.072419	0.093744	0.075714	0.054629	0.060459	0.097299	0.088628
a	0.072568	0.060031	0.065751	0.056456	0.083975	0.065557	0.071573	0.067039	0.072535	0.106091	0.052421	0.075999	0.070379	0.079625
broken	0.075077	0.050605	0.076204	0.080442	0.077123	0.061277	0.062141	0.058720	0.080904	0.062914	0.061088	0.087493	0.077073	0.088940
down	0.067756	0.064111	0.062370	0.075798	0.104728	0.077300	0.075308	0.057994	0.081219	0.067182	0.070065	0.055598	0.072301	0.068268
airplane	0.071731	0.046967	0.057394	0.089160	0.094340	0.063234	0.053874	0.087547	0.081745	0.072556	0.062652	0.056840	0.088428	0.073531
.	0.071485	0.056068	0.039601	0.096610	0.089426	0.075558	0.060447	0.045507	0.079324	0.068389	0.060362	0.069519	0.097151	0.090555
[SEP]	0.079304	0.034690	0.061824	0.081478	0.077169	0.059946	0.092739	0.073695	0.105557	0.070094	0.037749	0.097392	0.052999	0.075364
