TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.060466	0.082691	0.068548	0.057704	0.046408	0.081428	0.083548	0.094961	0.082787	0.072151	0.068882	0.042771	0.083383	0.074271
A	0.065759	0.079434	0.063400	0.050256	0.062542	0.082468	0.089246	0.067848	0.068678	0.089018	0.067143	0.038847	0.086171	0.089189
person	0.068733	0.054069	0.071357	0.090018	0.044139	0.094881	0.079513	0.070781	0.078632	0.095384	0.045072	0.047692	0.099341	0.060387
on	0.061493	0.056774	0.087248	0.074289	0.046256	0.081196	0.083940	0.065244	0.084832	0.091366	0.068974	0.051269	0.091656	0.055465
a	0.064417	0.069240	0.062318	0.058591	0.062497	0.097531	0.073845	0.084571	0.067630	0.084767	0.051090	0.038359	0.102826	0.082318
horse	0.063894	0.065786	0.061733	0.065851	0.098518	0.073276	0.053675	0.085894	0.092347	0.060076	0.082779	0.053387	0.064355	0.078428
jumps	0.057500	0.061040	0.078400	0.060405	0.066246	0.074065	0.076547	0.100388	0.083987	0.053106	0.092702	0.041612	0.067843	0.086159
over	0.059193	0.114360	0.063374	0.086205	0.047718	0.080350	0.069883	0.085595	0.073262	0.058878	0.080576	0.040562	0.072903	0.067141
a	0.065207	0.067084	0.065773	0.065095	0.069827	0.083328	0.071939	0.098234	0.060158	0.069554	0.073761	0.042870	0.082463	0.084707
broken	0.063794	0.080630	0.072447	0.067987	0.054471	0.070972	0.081395	0.083771	0.092385	0.079032	0.062023	0.052913	0.072459	0.065723
down	0.060289	0.067030	0.091429	0.060559	0.071910	0.107926	0.086471	0.083512	0.059788	0.051597	0.071469	0.053765	0.060819	0.073435
airplane	0.055238	0.042403	0.064990	0.065854	0.077251	0.089862	0.063244	0.065877	0.093971	0.067369	0.063473	0.050744	0.095345	0.104379
.	0.094147	0.085720	0.086134	0.069419	0.064332	0.059293	0.066714	0.088611	0.078664	0.059009	0.072262	0.040542	0.048424	0.086730
[SEP]	0.050888	0.087931	0.074918	0.084382	0.046705	0.081917	0.065147	0.092011	0.073529	0.056636	0.066749	0.041998	0.073808	0.103380
