TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.074590	0.059076	0.090534	0.070569	0.069188	0.061636	0.068836	0.045023	0.076342	0.093844	0.112631	0.042295	0.061051	0.074386
A	0.064002	0.069095	0.101397	0.069255	0.091212	0.071192	0.051639	0.050351	0.085975	0.061154	0.066051	0.076262	0.059586	0.082829
person	0.086979	0.052745	0.083253	0.071313	0.071020	0.070145	0.072290	0.046928	0.088960	0.070098	0.123411	0.050474	0.059985	0.052397
on	0.084521	0.080756	0.090741	0.069102	0.088863	0.054946	0.054035	0.042517	0.104718	0.067151	0.095155	0.045282	0.057737	0.064475
a	0.088006	0.067718	0.068829	0.068009	0.081957	0.067327	0.060569	0.053877	0.088093	0.087089	0.098732	0.057382	0.050176	0.062237
horse	0.061874	0.094107	0.078406	0.059133	0.083919	0.065256	0.054530	0.048322	0.088050	0.072045	0.113661	0.059147	0.039801	0.081750
jumps	0.069324	0.069870	0.108742	0.053320	0.087780	0.067208	0.058221	0.049855	0.106199	0.060986	0.090718	0.058839	0.057634	0.061303
over	0.064775	0.073248	0.091851	0.055689	0.104178	0.059972	0.046599	0.050291	0.104916	0.086416	0.111985	0.049897	0.048290	0.051894
a	0.069022	0.063740	0.073365	0.072581	0.099092	0.070731	0.047618	0.054563	0.095948	0.083209	0.092264	0.056820	0.047327	0.073721
broken	0.068893	0.060980	0.096799	0.060596	0.089143	0.075128	0.046372	0.043636	0.095483	0.097649	0.096779	0.042993	0.059792	0.065757
down	0.109451	0.075547	0.099357	0.073541	0.066531	0.056660	0.065154	0.039653	0.077289	0.094050	0.086951	0.031658	0.046534	0.077625
airplane	0.083445	0.053828	0.089160	0.075912	0.092014	0.050234	0.064930	0.039621	0.080153	0.097589	0.094061	0.054425	0.058320	0.066309
.	0.095337	0.085740	0.077357	0.067501	0.075879	0.066034	0.055352	0.059753	0.089801	0.088617	0.070434	0.049327	0.049311	0.069557
[SEP]	0.070822	0.076841	0.102608	0.057792	0.082337	0.060585	0.067891	0.051883	0.086701	0.070389	0.088663	0.050561	0.047021	0.085905
