TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.052454	0.075352	0.086372	0.071376	0.089679	0.076011	0.048606	0.050717	0.088269	0.079359	0.074474	0.058079	0.069867	0.079383
A	0.060527	0.081022	0.080229	0.066900	0.065995	0.088741	0.060907	0.076135	0.088258	0.072979	0.053839	0.085350	0.051940	0.067176
person	0.074201	0.074883	0.083960	0.057284	0.064868	0.073519	0.074782	0.081215	0.077295	0.077690	0.091490	0.067738	0.054116	0.046959
on	0.083371	0.078417	0.068067	0.072655	0.069429	0.078777	0.069187	0.040606	0.083502	0.090170	0.059111	0.057956	0.072532	0.076219
a	0.067761	0.085485	0.067888	0.096480	0.055495	0.103448	0.070059	0.058255	0.062983	0.071096	0.062980	0.058005	0.074585	0.065481
horse	0.071363	0.069926	0.097230	0.087237	0.046859	0.085132	0.055702	0.072009	0.078678	0.068454	0.069110	0.074003	0.060692	0.063605
jumps	0.063061	0.069582	0.088152	0.087345	0.071515	0.062938	0.043431	0.068969	0.077527	0.090107	0.061500	0.062187	0.067787	0.085898
over	0.091865	0.072653	0.078432	0.077941	0.073930	0.052981	0.071493	0.062781	0.093958	0.088230	0.065119	0.045653	0.054217	0.070747
a	0.069341	0.068573	0.065689	0.103062	0.069855	0.085342	0.054235	0.048777	0.082121	0.058919	0.089197	0.052723	0.063099	0.089068
broken	0.062136	0.079515	0.093813	0.083105	0.064577	0.093827	0.061396	0.055931	0.063976	0.066901	0.072668	0.062578	0.067163	0.072413
down	0.065320	0.072957	0.070734	0.113049	0.065719	0.076455	0.056050	0.053952	0.095254	0.062647	0.083214	0.063903	0.060212	0.060535
airplane	0.056932	0.062855	0.087853	0.090101	0.058573	0.087703	0.070640	0.071914	0.068314	0.082676	0.069842	0.063521	0.067109	0.061966
.	0.063765	0.087010	0.082382	0.116022	0.078893	0.058550	0.056843	0.040222	0.061879	0.053224	0.069915	0.093133	0.065001	0.073161
[SEP]	0.098246	0.076802	0.077595	0.067143	0.059941	0.090331	0.080676	0.068186	0.064630	0.071133	0.062490	0.061261	0.063865	0.057701
