TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.085572	0.103399	0.069691	0.062811	0.069713	0.067991	0.059994	0.074890	0.060059	0.049936	0.087803	0.082762	0.058186	0.067192
A	0.079901	0.077743	0.099012	0.056426	0.075238	0.056817	0.062384	0.072856	0.083676	0.070572	0.070077	0.066899	0.052642	0.075756
person	0.081701	0.077546	0.071001	0.067191	0.055474	0.067884	0.062527	0.082819	0.072895	0.058583	0.067818	0.071822	0.074410	0.088328
on	0.080949	0.092175	0.077698	0.056998	0.057535	0.060707	0.060056	0.071401	0.059911	0.073889	0.072475	0.078841	0.075394	0.081971
a	0.076947	0.066641	0.100415	0.062943	0.069688	0.071778	0.057142	0.072270	0.084308	0.062174	0.070144	0.068781	0.072819	0.063949
horse	0.089464	0.075885	0.091119	0.059206	0.059223	0.073993	0.076275	0.074713	0.079072	0.062519	0.070666	0.058182	0.050868	0.078817
jumps	0.063413	0.068365	0.064229	0.060706	0.083635	0.065455	0.055679	0.064541	0.086531	0.077962	0.085727	0.068389	0.067014	0.088354
over	0.077053	0.102184	0.106100	0.070004	0.058739	0.051965	0.060908	0.068878	0.071039	0.066570	0.061522	0.076182	0.061507	0.067348
a	0.101471	0.069062	0.095689	0.062967	0.058635	0.072292	0.051977	0.074391	0.079871	0.064457	0.066689	0.066116	0.060177	0.076206
broken	0.084887	0.077567	0.107131	0.045405	0.073065	0.071924	0.067669	0.062925	0.079673	0.050619	0.071252	0.076846	0.057009	0.074029
down	0.047490	0.067760	0.079514	0.065894	0.067433	0.061350	0.069453	0.074504	0.072658	0.076970	0.066234	0.093862	0.078142	0.078737
airplane	0.075387	0.082026	0.087385	0.059212	0.078336	0.057962	0.063001	0.068789	0.070501	0.064936	0.067863	0.075447	0.065418	0.083739
.	0.062154	0.066477	0.082555	0.051124	0.087818	0.048667	0.080922	0.077052	0.085964	0.051007	0.086806	0.093521	0.058108	0.067826
[SEP]	0.096024	0.078759	0.104027	0.062890	0.065975	0.058451	0.061383	0.064995	0.060738	0.059042	0.076108	0.065155	0.067309	0.079144
