TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.073312	0.089881	0.047665	0.069528	0.053724	0.077623	0.088062	0.063653	0.075079	0.066453	0.056097	0.090596	0.084765	0.063562
A	0.064771	0.083855	0.059282	0.057791	0.067915	0.074519	0.070051	0.066699	0.093199	0.103383	0.059900	0.071167	0.074338	0.053130
person	0.077326	0.070597	0.101668	0.062803	0.060884	0.074320	0.072108	0.085513	0.054918	0.069065	0.078302	0.076420	0.067793	0.048283
on	0.068096	0.069283	0.060619	0.053320	0.069928	0.080924	0.098281	0.086995	0.078827	0.067989	0.050327	0.063104	0.080453	0.071853
a	0.053919	0.079782	0.057080	0.064552	0.066318	0.110795	0.102460	0.072826	0.067503	0.062789	0.054607	0.087290	0.058816	0.061266
horse	0.063385	0.070420	0.043946	0.046610	0.065148	0.111757	0.101291	0.059707	0.081561	0.084227	0.049911	0.080535	0.080496	0.061008
jumps	0.074725	0.062344	0.056277	0.062391	0.061123	0.100348	0.094782	0.073716	0.070675	0.080314	0.049665	0.074863	0.073023	0.065754
over	0.085712	0.059268	0.062016	0.062944	0.078897	0.080408	0.099616	0.072091	0.071163	0.092258	0.054201	0.062570	0.065513	0.053341
a	0.055808	0.092356	0.065760	0.068854	0.061793	0.092642	0.088776	0.073288	0.057134	0.062367	0.057391	0.077381	0.076609	0.069841
broken	0.059451	0.086537	0.068159	0.062345	0.079867	0.077169	0.077427	0.072125	0.097316	0.064555	0.057189	0.060115	0.071992	0.065754
down	0.060956	0.097571	0.040881	0.058754	0.056357	0.093272	0.106592	0.067531	0.074792	0.066385	0.048789	0.091543	0.076417	0.060157
airplane	0.043895	0.089639	0.061384	0.065372	0.089406	0.063454	0.091853	0.059256	0.102684	0.083011	0.056457	0.072828	0.064295	0.056465
.	0.083058	0.054011	0.052409	0.045305	0.077411	0.076060	0.113621	0.059999	0.092956	0.074330	0.042797	0.065198	0.111231	0.051615
[SEP]	0.083770	0.069536	0.063155	0.073770	0.052932	0.073939	0.123635	0.072370	0.068399	0.052377	0.053133	0.078954	0.073652	0.060377
