TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.107068	0.046953	0.060088	0.053936	0.073283	0.077792	0.074934	0.065815	0.078228	0.109992	0.063394	0.070285	0.062239	0.055991
A	0.064451	0.064986	0.088542	0.048470	0.060294	0.096426	0.101618	0.065556	0.057654	0.077716	0.074960	0.081615	0.049360	0.068351
person	0.087599	0.061621	0.078748	0.059927	0.061935	0.077302	0.091307	0.075607	0.077471	0.074467	0.060814	0.079777	0.057794	0.055631
on	0.060380	0.050437	0.071313	0.061282	0.059150	0.093750	0.102688	0.065381	0.079033	0.061681	0.078591	0.082284	0.065784	0.068247
a	0.063861	0.059132	0.064803	0.063978	0.058282	0.087129	0.088389	0.075978	0.075908	0.073204	0.083025	0.082242	0.051158	0.072914
horse	0.072081	0.047771	0.090922	0.058746	0.075657	0.097507	0.094040	0.061500	0.062617	0.072022	0.052273	0.073277	0.073671	0.067915
jumps	0.081332	0.064214	0.096438	0.061349	0.067568	0.087032	0.072826	0.064174	0.071512	0.094799	0.060410	0.053576	0.068215	0.056556
over	0.089122	0.071043	0.070637	0.076712	0.062784	0.081423	0.071971	0.060473	0.095948	0.073542	0.060729	0.049704	0.073456	0.062454
a	0.051911	0.066956	0.070796	0.064119	0.064383	0.099817	0.086720	0.070359	0.065284	0.084968	0.086515	0.061900	0.055214	0.071057
broken	0.078650	0.062156	0.058815	0.062612	0.081779	0.083164	0.081356	0.065820	0.074294	0.081096	0.066753	0.058120	0.069930	0.075453
down	0.067848	0.041392	0.069948	0.064538	0.078704	0.095175	0.076351	0.085836	0.078489	0.067409	0.052816	0.068678	0.087309	0.065506
airplane	0.079912	0.065021	0.074358	0.068459	0.054307	0.083074	0.083544	0.094760	0.058125	0.070281	0.061095	0.064576	0.086357	0.056132
.	0.069063	0.053249	0.056353	0.050821	0.051888	0.084115	0.119346	0.065392	0.053490	0.067971	0.080861	0.084643	0.088786	0.074022
[SEP]	0.097740	0.055673	0.073252	0.059986	0.055144	0.098304	0.081754	0.060758	0.076806	0.070375	0.055802	0.072051	0.060715	0.081637
