TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.048602	0.076501	0.072284	0.086871	0.082355	0.098680	0.084378	0.064075	0.059779	0.050236	0.054885	0.068789	0.079922	0.072644
A	0.071156	0.071990	0.083815	0.064402	0.076074	0.075611	0.105858	0.056122	0.076815	0.095747	0.043400	0.067898	0.060919	0.050192
person	0.052780	0.079962	0.100481	0.074496	0.070684	0.059458	0.088750	0.089786	0.059015	0.065716	0.061962	0.062821	0.082797	0.051293
on	0.055514	0.083117	0.076154	0.076294	0.061690	0.078625	0.119586	0.078521	0.047038	0.080284	0.051280	0.047615	0.088524	0.055758
a	0.052071	0.059458	0.080573	0.081903	0.086553	0.112993	0.086561	0.051942	0.080146	0.084838	0.062920	0.047260	0.062674	0.050108
horse	0.077667	0.083180	0.081872	0.059186	0.083118	0.081050	0.086602	0.054035	0.070469	0.084547	0.055269	0.049228	0.070217	0.063559
jumps	0.066838	0.079126	0.068124	0.063967	0.073926	0.058970	0.110928	0.069600	0.071071	0.068413	0.054765	0.079610	0.057974	0.076689
over	0.066845	0.103665	0.079286	0.071156	0.056579	0.097909	0.076050	0.062592	0.056639	0.089168	0.039806	0.067580	0.061797	0.070928
a	0.055509	0.067239	0.074994	0.077034	0.097458	0.078346	0.090265	0.061579	0.092102	0.067055	0.057317	0.051517	0.064577	0.065009
broken	0.053243	0.070305	0.072988	0.095981	0.081933	0.099474	0.079047	0.066773	0.068837	0.072081	0.057069	0.077183	0.049803	0.055284
down	0.050121	0.082643	0.084378	0.071650	0.077853	0.095046	0.096782	0.069945	0.063260	0.068294	0.069778	0.053490	0.071901	0.044859
airplane	0.057293	0.069013	0.069426	0.079059	0.086903	0.091403	0.070524	0.056750	0.080925	0.077454	0.061503	0.057302	0.068867	0.073576
.	0.054743	0.080284	0.091158	0.087075	0.073848	0.086803	0.101193	0.073220	0.063247	0.059182	0.049468	0.057760	0.069372	0.052648
[SEP]	0.059138	0.079733	0.055615	0.075062	0.082297	0.071966	0.082083	0.068515	0.075535	0.081383	0.062143	0.056090	0.073148	0.077291
