TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.059431	0.066712	0.068491	0.086479	0.086842	0.076471	0.079466	0.054860	0.070961	0.053763	0.081317	0.071896	0.092274	0.051036
A	0.063943	0.074256	0.077769	0.078137	0.077515	0.068714	0.077255	0.048756	0.059246	0.060132	0.082956	0.085120	0.092177	0.054026
person	0.069582	0.079590	0.062482	0.072550	0.075426	0.076605	0.083710	0.049630	0.053359	0.050118	0.076786	0.109286	0.084673	0.056203
on	0.085697	0.068939	0.076166	0.065244	0.055081	0.081554	0.072733	0.056779	0.054335	0.057188	0.085020	0.095009	0.079048	0.067207
a	0.094409	0.054695	0.076694	0.065119	0.063197	0.074570	0.065518	0.054203	0.062684	0.042985	0.099468	0.090238	0.083094	0.073126
horse	0.083832	0.061762	0.100435	0.061587	0.064087	0.094773	0.062667	0.051553	0.065698	0.048450	0.087472	0.076265	0.085316	0.056102
jumps	0.068251	0.062177	0.095187	0.065644	0.063089	0.082560	0.064409	0.065280	0.055911	0.056291	0.085464	0.090575	0.080295	0.064867
over	0.072482	0.055485	0.085840	0.048489	0.068243	0.133920	0.077740	0.053362	0.064784	0.050189	0.076791	0.084113	0.073022	0.055541
a	0.080888	0.055094	0.072187	0.074733	0.054729	0.081464	0.066404	0.050014	0.058873	0.038232	0.107940	0.088178	0.101303	0.069961
broken	0.076820	0.080415	0.056314	0.075306	0.082844	0.067200	0.091847	0.053284	0.066046	0.060213	0.074972	0.068339	0.082743	0.063656
down	0.074332	0.064956	0.086463	0.072167	0.061650	0.068369	0.078179	0.064678	0.078497	0.047250	0.071177	0.076930	0.092164	0.063189
airplane	0.071774	0.072903	0.088693	0.067056	0.073331	0.060784	0.064265	0.063991	0.084146	0.051950	0.075696	0.089960	0.070862	0.064589
.	0.069580	0.083272	0.064609	0.086069	0.075269	0.090680	0.084228	0.038610	0.067101	0.058398	0.070661	0.083806	0.082093	0.045628
[SEP]	0.072555	0.075118	0.062706	0.080561	0.082841	0.056203	0.083068	0.062096	0.068071	0.053807	0.079081	0.082380	0.078502	0.063009
