TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.088772	0.107203	0.069092	0.073702	0.056179	0.063933	0.064634	0.097805	0.042286	0.078108	0.070193	0.057376	0.077421	0.053297
A	0.082952	0.079330	0.128863	0.077493	0.062484	0.047950	0.072396	0.071339	0.045566	0.059330	0.062297	0.088098	0.068977	0.052925
person	0.070450	0.087501	0.067280	0.080548	0.062958	0.041055	0.080713	0.088376	0.060310	0.053505	0.064996	0.052653	0.119872	0.069782
on	0.079895	0.084711	0.055314	0.078940	0.071928	0.054987	0.095248	0.068966	0.068551	0.070404	0.061558	0.069356	0.084674	0.055469
a	0.063923	0.068114	0.094167	0.103621	0.076398	0.065704	0.078446	0.090567	0.054066	0.059635	0.047579	0.069314	0.053005	0.075459
horse	0.073720	0.085028	0.060370	0.063924	0.062514	0.051971	0.091127	0.097110	0.056818	0.068998	0.056789	0.066176	0.111177	0.054277
jumps	0.073580	0.110422	0.055897	0.071766	0.070339	0.053993	0.066884	0.100048	0.070734	0.048622	0.055634	0.056116	0.101059	0.064905
over	0.052552	0.095751	0.062195	0.092416	0.068487	0.073012	0.110929	0.084481	0.062521	0.047052	0.058191	0.050829	0.097680	0.043902
a	0.088523	0.063763	0.094123	0.076687	0.065469	0.050244	0.071782	0.081981	0.051311	0.072830	0.058752	0.083648	0.065961	0.074928
broken	0.066886	0.088176	0.059128	0.082416	0.097632	0.064985	0.058608	0.075473	0.070204	0.064751	0.081721	0.053617	0.061919	0.074483
down	0.071683	0.081275	0.053557	0.069783	0.065240	0.043944	0.105286	0.099301	0.051526	0.074099	0.044974	0.057668	0.102227	0.079438
airplane	0.082804	0.081429	0.064502	0.079857	0.064740	0.051401	0.092496	0.085800	0.055742	0.066335	0.045917	0.089716	0.081108	0.058152
.	0.081222	0.076854	0.076436	0.086265	0.078486	0.053759	0.075783	0.065290	0.056787	0.065260	0.069358	0.075704	0.074759	0.064038
[SEP]	0.068975	0.063628	0.076142	0.069898	0.069555	0.050085	0.085561	0.086033	0.048366	0.077635	0.077400	0.079981	0.079859	0.066882
