TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.083735	0.047906	0.089590	0.079370	0.074563	0.064357	0.064142	0.053140	0.065476	0.065792	0.055763	0.081207	0.107841	0.067118
A	0.066275	0.079868	0.085250	0.087174	0.056717	0.077993	0.076415	0.066678	0.057087	0.082614	0.061954	0.061335	0.087121	0.053518
person	0.079204	0.063261	0.078922	0.085499	0.069855	0.100790	0.056602	0.060504	0.054815	0.092028	0.072602	0.031811	0.094089	0.060019
on	0.061526	0.071428	0.104423	0.083607	0.055381	0.076441	0.060513	0.088078	0.055406	0.080908	0.057429	0.059169	0.075970	0.069722
a	0.066106	0.072178	0.091883	0.082563	0.055523	0.089394	0.070437	0.073147	0.053618	0.076999	0.070142	0.063721	0.075621	0.058668
horse	0.096157	0.072942	0.076750	0.077072	0.065700	0.075851	0.057214	0.046618	0.054850	0.072389	0.086864	0.068777	0.086152	0.062666
jumps	0.061595	0.069769	0.094370	0.084060	0.065236	0.078799	0.056950	0.066562	0.067129	0.100503	0.065356	0.060591	0.069334	0.059746
over	0.072657	0.077028	0.093665	0.077111	0.058883	0.057925	0.067023	0.070319	0.056965	0.081424	0.059125	0.094403	0.070154	0.063320
a	0.068404	0.073941	0.110297	0.080374	0.056460	0.088391	0.068670	0.078900	0.050649	0.072080	0.075526	0.053952	0.063570	0.058785
broken	0.056214	0.072401	0.096231	0.085252	0.058572	0.067707	0.062953	0.072989	0.060744	0.089644	0.064724	0.045088	0.087475	0.080006
down	0.078656	0.071435	0.067971	0.079925	0.071599	0.080579	0.059955	0.068900	0.051437	0.086589	0.074071	0.060575	0.086438	0.061869
airplane	0.079510	0.064980	0.075855	0.066787	0.055629	0.080951	0.057161	0.082276	0.068368	0.072885	0.077088	0.076804	0.077392	0.064313
.	0.068017	0.067718	0.095770	0.077000	0.073004	0.061500	0.061465	0.074255	0.064357	0.084524	0.057915	0.070091	0.096700	0.047684
[SEP]	0.067884	0.075116	0.117471	0.086450	0.057945	0.057405	0.062770	0.049628	0.052537	0.087723	0.059308	0.077346	0.088311	0.060108
