TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.048741	0.083353	0.092912	0.080259	0.092048	0.060069	0.042793	0.078951	0.110892	0.084853	0.051951	0.060684	0.058026	0.054470
A	0.042243	0.057200	0.066916	0.056522	0.085718	0.076616	0.071706	0.081534	0.086382	0.082680	0.071497	0.069937	0.077194	0.073853
person	0.052274	0.062538	0.103505	0.075155	0.061530	0.078089	0.044385	0.084823	0.081047	0.096596	0.058274	0.056627	0.060865	0.084292
on	0.053344	0.065040	0.066153	0.070918	0.083788	0.073688	0.069247	0.076954	0.095623	0.097017	0.060911	0.061535	0.056530	0.069250
a	0.063681	0.072054	0.053442	0.058299	0.084905	0.082579	0.043589	0.072859	0.129285	0.077837	0.074712	0.064659	0.051977	0.070123
horse	0.043319	0.075022	0.071097	0.057210	0.066046	0.079743	0.044201	0.076576	0.074015	0.085691	0.096343	0.062033	0.105834	0.062870
jumps	0.048729	0.055195	0.071496	0.055650	0.068746	0.094771	0.051610	0.063552	0.074424	0.090362	0.095719	0.072771	0.074875	0.082101
over	0.054545	0.050830	0.075386	0.068045	0.072307	0.053063	0.045838	0.086518	0.078674	0.116508	0.074670	0.059377	0.089082	0.075157
a	0.056758	0.061270	0.064889	0.049012	0.072974	0.069455	0.041248	0.090488	0.123161	0.125355	0.068177	0.043438	0.069159	0.064617
broken	0.044216	0.055938	0.062323	0.061324	0.097245	0.076762	0.047667	0.061511	0.099264	0.097988	0.079920	0.071240	0.064562	0.080038
down	0.061973	0.079668	0.101395	0.088411	0.046439	0.071042	0.061409	0.078753	0.064823	0.106181	0.058608	0.057844	0.064037	0.059417
airplane	0.061339	0.067471	0.098790	0.071432	0.083513	0.070679	0.059116	0.079466	0.066196	0.101614	0.049988	0.060115	0.055741	0.074541
.	0.061452	0.050865	0.094429	0.075367	0.077635	0.067609	0.083253	0.053946	0.064131	0.086529	0.068467	0.060121	0.079333	0.076862
[SEP]	0.043246	0.093863	0.073999	0.085205	0.081257	0.066694	0.038592	0.080761	0.086964	0.074445	0.066103	0.063821	0.088592	0.056460
