TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.075712	0.080369	0.060420	0.054664	0.064425	0.083893	0.068876	0.052911	0.057663	0.105507	0.077536	0.045082	0.086625	0.086316
A	0.084347	0.064894	0.083329	0.062232	0.064106	0.078240	0.063540	0.053517	0.061206	0.072416	0.077096	0.065289	0.081628	0.088160
person	0.092722	0.065670	0.064594	0.067126	0.056822	0.080179	0.073872	0.066727	0.057739	0.078109	0.058666	0.055664	0.082886	0.099224
on	0.080532	0.071914	0.076686	0.070931	0.063987	0.074880	0.068603	0.056574	0.068167	0.083188	0.080150	0.054298	0.076633	0.073458
a	0.096395	0.049029	0.082720	0.066686	0.065979	0.056219	0.065474	0.049828	0.078072	0.080435	0.063897	0.068793	0.077739	0.098733
horse	0.066836	0.069624	0.076838	0.059544	0.060296	0.078909	0.069607	0.067789	0.072754	0.080527	0.052391	0.073790	0.080882	0.090214
jumps	0.072558	0.067594	0.083502	0.071973	0.057774	0.074602	0.063667	0.066726	0.079558	0.093303	0.071533	0.062416	0.068308	0.066487
over	0.081206	0.068111	0.071723	0.061259	0.072327	0.061604	0.065899	0.047486	0.075312	0.088314	0.075629	0.062856	0.088066	0.080209
a	0.075615	0.049006	0.063042	0.072542	0.064778	0.074254	0.071454	0.050645	0.077396	0.086121	0.064048	0.063449	0.082996	0.104650
broken	0.069949	0.072734	0.053460	0.054981	0.078277	0.089783	0.059811	0.055868	0.069926	0.094933	0.071217	0.060983	0.086933	0.081146
down	0.066522	0.062953	0.062818	0.064593	0.071175	0.086693	0.070832	0.060799	0.082933	0.090808	0.056253	0.055297	0.084576	0.083747
airplane	0.078676	0.063763	0.059753	0.058178	0.086911	0.081219	0.067208	0.055651	0.086391	0.082886	0.070176	0.060017	0.072643	0.076530
.	0.090000	0.071770	0.076233	0.071446	0.071326	0.058303	0.074730	0.061523	0.070586	0.077805	0.068968	0.056144	0.075871	0.075294
[SEP]	0.092035	0.058902	0.075581	0.057958	0.059043	0.070653	0.061665	0.060460	0.054040	0.083069	0.072135	0.059856	0.095285	0.099320
