TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.077787	0.070905	0.048236	0.075212	0.104726	0.062734	0.071940	0.099196	0.096959	0.047865	0.057855	0.065746	0.038127	0.082711
A	0.073376	0.070541	0.064207	0.079947	0.076254	0.067940	0.070020	0.092997	0.065087	0.068295	0.065012	0.061753	0.055421	0.089150
person	0.064261	0.056249	0.048279	0.062566	0.074510	0.077482	0.076130	0.109541	0.094790	0.061343	0.059976	0.057867	0.070617	0.086390
on	0.071950	0.060734	0.053267	0.075802	0.099204	0.077677	0.060806	0.060297	0.069852	0.065204	0.060931	0.071985	0.063272	0.109019
a	0.049224	0.087979	0.037133	0.083746	0.098463	0.052462	0.056560	0.084670	0.087979	0.058688	0.076768	0.045019	0.082251	0.099058
horse	0.070920	0.088501	0.067098	0.063690	0.084402	0.079707	0.049611	0.083018	0.097801	0.057625	0.067597	0.055781	0.054264	0.079984
jumps	0.078691	0.071947	0.068893	0.059532	0.077868	0.073382	0.076860	0.089729	0.060817	0.055150	0.072895	0.075057	0.056536	0.082644
over	0.067754	0.066692	0.049167	0.082845	0.079070	0.087066	0.068067	0.087726	0.072945	0.050272	0.057697	0.062988	0.067786	0.099927
a	0.060684	0.083217	0.035621	0.075772	0.088645	0.055796	0.068952	0.075128	0.079031	0.059150	0.071184	0.054345	0.091412	0.101064
broken	0.054094	0.073511	0.046263	0.069016	0.114890	0.047606	0.077988	0.087975	0.085012	0.055889	0.070265	0.064335	0.063185	0.089973
down	0.074282	0.069444	0.055157	0.069887	0.085519	0.058314	0.070544	0.085764	0.080049	0.062997	0.073406	0.063771	0.064122	0.086744
airplane	0.064195	0.077835	0.051250	0.076412	0.086853	0.061790	0.067760	0.095365	0.113118	0.065392	0.060664	0.048701	0.059519	0.071145
.	0.063056	0.068604	0.051253	0.079718	0.100020	0.065076	0.064876	0.072961	0.078047	0.057678	0.071366	0.062464	0.057191	0.107691
[SEP]	0.056406	0.091397	0.043932	0.085878	0.090121	0.062777	0.054906	0.077375	0.097907	0.049643	0.072363	0.056460	0.072070	0.088763
