TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.060753	0.075276	0.082212	0.085196	0.066452	0.046839	0.080904	0.073906	0.061108	0.063806	0.102408	0.069895	0.074735	0.056511
A	0.080733	0.082089	0.071686	0.087685	0.079750	0.047904	0.078110	0.060635	0.081773	0.068254	0.064629	0.081821	0.067945	0.046987
person	0.083771	0.085310	0.084905	0.075957	0.068224	0.044893	0.087599	0.090834	0.068842	0.057616	0.052738	0.071463	0.072700	0.055149
on	0.076539	0.076728	0.075498	0.065417	0.069559	0.072292	0.092064	0.058372	0.062335	0.062414	0.068032	0.100819	0.080457	0.039475
a	0.058431	0.095083	0.073422	0.096071	0.076650	0.052946	0.091197	0.057699	0.065311	0.083895	0.064657	0.061337	0.061535	0.061764
horse	0.083262	0.055937	0.081624	0.082843	0.077325	0.038578	0.087250	0.064521	0.082548	0.070783	0.064854	0.067971	0.072347	0.070156
jumps	0.064586	0.077924	0.071353	0.104976	0.075809	0.066229	0.084128	0.056023	0.063931	0.062449	0.068065	0.080051	0.072284	0.052192
over	0.065878	0.077691	0.097899	0.090108	0.066703	0.040010	0.063182	0.068914	0.055083	0.077763	0.074309	0.080065	0.074936	0.067461
a	0.058281	0.085051	0.077976	0.098906	0.078324	0.048907	0.104328	0.063486	0.060987	0.062313	0.066302	0.071839	0.071200	0.052100
broken	0.064191	0.097179	0.108613	0.078265	0.070157	0.046185	0.061388	0.074320	0.061467	0.082647	0.072670	0.064712	0.051815	0.066391
down	0.074529	0.089582	0.096522	0.078197	0.052772	0.041828	0.078438	0.057329	0.051154	0.074822	0.052355	0.090236	0.087456	0.074780
airplane	0.055830	0.069584	0.084681	0.089834	0.079929	0.041419	0.072041	0.060719	0.076091	0.071244	0.055324	0.098336	0.084806	0.060163
.	0.072713	0.064198	0.101290	0.074323	0.057270	0.047703	0.062928	0.075922	0.069878	0.072635	0.069388	0.082708	0.068218	0.080826
[SEP]	0.059184	0.086392	0.083399	0.069948	0.069043	0.045983	0.107461	0.063309	0.066561	0.062642	0.072877	0.079935	0.071721	0.061545
