TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.099341	0.056655	0.052268	0.056533	0.058580	0.088551	0.061993	0.071864	0.068265	0.070603	0.083402	0.074929	0.059353	0.097662
A	0.065701	0.073604	0.048352	0.065064	0.076762	0.091913	0.054727	0.078475	0.071718	0.071081	0.092323	0.055785	0.087320	0.067176
person	0.073789	0.091140	0.072412	0.052981	0.087073	0.092929	0.072875	0.053861	0.084854	0.063987	0.061974	0.062971	0.052685	0.076470
on	0.088091	0.068280	0.067831	0.067309	0.067162	0.080531	0.050243	0.065827	0.073963	0.060104	0.082038	0.069535	0.078630	0.080455
a	0.087947	0.070940	0.049682	0.068842	0.062522	0.083137	0.065695	0.062152	0.078015	0.055278	0.078742	0.079449	0.077506	0.080094
horse	0.088427	0.058178	0.044035	0.056204	0.058562	0.102979	0.050660	0.062646	0.068846	0.067102	0.084141	0.091075	0.065146	0.101997
jumps	0.122482	0.058030	0.049715	0.081975	0.077253	0.076277	0.046209	0.077929	0.070515	0.065701	0.070913	0.065587	0.071940	0.065472
over	0.086854	0.059892	0.062875	0.078562	0.057843	0.088991	0.063089	0.050907	0.064783	0.059344	0.066904	0.108535	0.061083	0.090338
a	0.067455	0.073826	0.054675	0.075876	0.066112	0.090730	0.071375	0.056616	0.098838	0.057081	0.068464	0.086749	0.057343	0.074859
broken	0.084962	0.063453	0.034534	0.050672	0.083207	0.097230	0.063065	0.069068	0.069768	0.055112	0.074738	0.065911	0.083069	0.105211
down	0.086161	0.072535	0.064430	0.079651	0.066373	0.082985	0.045119	0.077602	0.061805	0.061720	0.096066	0.058461	0.066258	0.080835
airplane	0.094044	0.076666	0.048926	0.057842	0.077918	0.092097	0.071825	0.062666	0.066141	0.068589	0.063662	0.052221	0.071791	0.095611
.	0.071439	0.057897	0.041293	0.053272	0.079341	0.098335	0.047547	0.054876	0.088283	0.071456	0.067342	0.073910	0.082874	0.112133
[SEP]	0.079809	0.064311	0.059448	0.072282	0.059463	0.091639	0.057468	0.064993	0.073917	0.061562	0.079794	0.068336	0.080303	0.086676
