TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.090218	0.094928	0.073336	0.065082	0.062026	0.081011	0.069833	0.073974	0.068704	0.079244	0.052681	0.059999	0.070852	0.058114
A	0.095101	0.073425	0.063226	0.082604	0.048016	0.064061	0.077636	0.077605	0.044927	0.073046	0.074898	0.069357	0.101367	0.054733
person	0.096746	0.073036	0.069847	0.065053	0.075438	0.083916	0.072999	0.065626	0.060013	0.068683	0.052410	0.071692	0.096122	0.048418
on	0.079470	0.067879	0.072985	0.072684	0.060645	0.080718	0.081222	0.076487	0.062269	0.069477	0.057678	0.088245	0.072797	0.057444
a	0.077098	0.063202	0.063051	0.055547	0.068750	0.077294	0.073645	0.053715	0.082575	0.072202	0.078478	0.070370	0.103037	0.061037
horse	0.112168	0.069796	0.101460	0.065278	0.041045	0.085062	0.077796	0.080346	0.043113	0.063227	0.057972	0.076194	0.077610	0.048935
jumps	0.071168	0.083921	0.075209	0.055051	0.051887	0.100455	0.097588	0.066162	0.062311	0.068967	0.069679	0.064870	0.084710	0.048022
over	0.089905	0.074394	0.071139	0.075147	0.061778	0.084958	0.082814	0.093935	0.065843	0.066771	0.047032	0.056634	0.078809	0.050841
a	0.074446	0.070473	0.056460	0.058535	0.067472	0.103910	0.079093	0.051855	0.070165	0.076369	0.054812	0.088861	0.097178	0.050371
broken	0.101984	0.072399	0.089871	0.052516	0.053324	0.096512	0.082383	0.069191	0.049498	0.065260	0.057313	0.060933	0.081269	0.067548
down	0.088168	0.066523	0.071197	0.053041	0.061475	0.088700	0.071388	0.093777	0.071169	0.076582	0.055555	0.075401	0.067246	0.059780
airplane	0.085650	0.077310	0.078560	0.088909	0.056375	0.090983	0.081914	0.073705	0.060150	0.056842	0.051321	0.062059	0.088461	0.047761
.	0.080283	0.075445	0.062611	0.067848	0.068584	0.076427	0.062287	0.075248	0.073371	0.077995	0.045885	0.069323	0.095353	0.069339
[SEP]	0.080547	0.066444	0.071291	0.062780	0.068542	0.074454	0.066794	0.083392	0.063602	0.060439	0.053689	0.079394	0.098940	0.069691
