TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.053036	0.074658	0.077071	0.067057	0.090860	0.050804	0.068582	0.072328	0.093183	0.074596	0.080711	0.079966	0.060458	0.056690
A	0.058859	0.071657	0.086856	0.065083	0.091740	0.066799	0.060863	0.058019	0.078671	0.103267	0.081384	0.063015	0.064144	0.049644
person	0.069500	0.068538	0.080799	0.069305	0.081578	0.055476	0.063276	0.086275	0.077313	0.074570	0.074846	0.079102	0.062659	0.056765
on	0.048682	0.060556	0.073277	0.074802	0.095209	0.063385	0.051765	0.056771	0.098968	0.080168	0.071260	0.095787	0.076272	0.053098
a	0.072311	0.061386	0.092830	0.068316	0.093055	0.062424	0.046169	0.060094	0.079241	0.073870	0.073573	0.080578	0.082913	0.053238
horse	0.057544	0.065720	0.064486	0.066680	0.089419	0.060123	0.050995	0.072295	0.089975	0.077978	0.093035	0.084626	0.080294	0.046830
jumps	0.060270	0.063824	0.060211	0.063406	0.095924	0.053223	0.051001	0.052756	0.092079	0.069801	0.084144	0.132000	0.071701	0.049661
over	0.057489	0.068037	0.092626	0.065630	0.111804	0.047298	0.055063	0.053770	0.100159	0.065701	0.083395	0.088486	0.055103	0.055440
a	0.068823	0.063447	0.079134	0.063512	0.084421	0.079381	0.052222	0.067689	0.076901	0.078227	0.069444	0.092713	0.073433	0.050653
broken	0.061643	0.054309	0.085372	0.071120	0.086087	0.078357	0.053627	0.060969	0.084066	0.079414	0.089159	0.085295	0.058352	0.052230
down	0.062471	0.082430	0.086668	0.070124	0.073299	0.068222	0.063881	0.060856	0.077981	0.079095	0.073637	0.068903	0.084012	0.048421
airplane	0.054335	0.074561	0.089470	0.081257	0.072716	0.056154	0.047840	0.061684	0.076201	0.094038	0.073410	0.092396	0.069108	0.056829
.	0.061079	0.076310	0.084763	0.062082	0.071756	0.066834	0.079598	0.073881	0.066603	0.077321	0.080320	0.073302	0.067595	0.058555
[SEP]	0.058749	0.063280	0.081343	0.056231	0.093667	0.067764	0.052302	0.069122	0.085251	0.076561	0.069077	0.105651	0.069701	0.051302
