TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.115196	0.061377	0.058587	0.068707	0.047516	0.072990	0.044134	0.069674	0.050821	0.063484	0.069448	0.051565	0.136424	0.090077
A	0.072572	0.087596	0.073748	0.063173	0.051371	0.066071	0.055846	0.051048	0.048529	0.082551	0.075623	0.078809	0.103467	0.089598
person	0.073028	0.074423	0.061089	0.079458	0.075308	0.074582	0.054924	0.068742	0.068385	0.074296	0.059481	0.055206	0.110433	0.070645
on	0.073582	0.082259	0.059028	0.062209	0.063050	0.075186	0.049216	0.067667	0.067438	0.063987	0.090559	0.071082	0.092086	0.082652
a	0.071482	0.096411	0.058514	0.081595	0.070368	0.059660	0.047726	0.074320	0.065018	0.078240	0.075288	0.054716	0.109257	0.057405
horse	0.106006	0.068816	0.057889	0.060829	0.064772	0.060039	0.068625	0.061496	0.061051	0.069113	0.075635	0.063695	0.092282	0.089753
jumps	0.064621	0.079387	0.066359	0.077181	0.066852	0.065430	0.074105	0.060343	0.047428	0.068152	0.073216	0.072891	0.114869	0.069165
over	0.085621	0.088145	0.069940	0.090734	0.051507	0.050730	0.061886	0.075475	0.067446	0.057887	0.064739	0.063177	0.104868	0.067846
a	0.077856	0.090681	0.059518	0.070367	0.077763	0.064556	0.057635	0.072399	0.072103	0.075155	0.078260	0.056092	0.087050	0.060566
broken	0.080665	0.061570	0.058491	0.057950	0.074325	0.073621	0.057391	0.083959	0.059424	0.067796	0.094909	0.053774	0.095692	0.080435
down	0.095024	0.097561	0.063759	0.062437	0.059734	0.071216	0.053659	0.060609	0.063182	0.072765	0.085344	0.055385	0.082909	0.076416
airplane	0.071123	0.077629	0.055414	0.070545	0.086873	0.065837	0.058843	0.068985	0.083880	0.067474	0.074447	0.058752	0.088671	0.071528
.	0.088110	0.084808	0.065072	0.065611	0.055733	0.066628	0.061310	0.061242	0.056543	0.055013	0.093524	0.060921	0.106871	0.078613
[SEP]	0.089397	0.084280	0.054932	0.071306	0.054161	0.056443	0.068098	0.064248	0.044511	0.060914	0.089266	0.054269	0.129141	0.079035
