TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.104924	0.079184	0.103345	0.054797	0.050622	0.055771	0.072189	0.071722	0.062138	0.096650	0.073634	0.061365	0.062857	0.050801
A	0.075134	0.099516	0.066935	0.076372	0.071828	0.062568	0.072066	0.074795	0.065041	0.089427	0.063629	0.063267	0.054464	0.064958
person	0.086323	0.073734	0.059542	0.086820	0.067064	0.048289	0.060138	0.074766	0.080836	0.093886	0.076777	0.061037	0.063858	0.066930
on	0.080442	0.100152	0.052833	0.080342	0.072592	0.060024	0.070218	0.075793	0.064897	0.097255	0.073474	0.069120	0.040142	0.062716
a	0.075172	0.082509	0.084050	0.070934	0.058911	0.061018	0.077418	0.055064	0.064115	0.074972	0.075792	0.089132	0.055286	0.075627
horse	0.080873	0.075075	0.107173	0.068372	0.052799	0.051789	0.069481	0.064867	0.062269	0.095510	0.069956	0.067559	0.054086	0.080191
jumps	0.080525	0.063340	0.100374	0.065942	0.070472	0.054803	0.066694	0.059511	0.071718	0.067685	0.092358	0.073312	0.060022	0.073245
over	0.070754	0.089215	0.067007	0.082957	0.063027	0.042904	0.063919	0.079030	0.085881	0.090513	0.072881	0.062481	0.053461	0.075971
a	0.091553	0.075359	0.058915	0.068666	0.062400	0.080823	0.101888	0.051549	0.058322	0.062230	0.067447	0.108239	0.049545	0.063064
broken	0.087723	0.075331	0.075473	0.082561	0.061372	0.067988	0.065792	0.064189	0.066740	0.098157	0.076803	0.064415	0.054904	0.058554
down	0.083912	0.099437	0.080405	0.069454	0.052029	0.052190	0.065783	0.066356	0.064166	0.096724	0.076255	0.058680	0.063532	0.071079
airplane	0.066447	0.072629	0.083166	0.072761	0.062241	0.059752	0.084803	0.059448	0.058725	0.075502	0.078047	0.084329	0.054573	0.087577
.	0.083668	0.067850	0.083190	0.083517	0.078992	0.053843	0.054909	0.059635	0.085016	0.091370	0.072615	0.062493	0.059850	0.063053
[SEP]	0.070295	0.081155	0.100293	0.070379	0.064414	0.051289	0.071105	0.049372	0.076659	0.080220	0.076726	0.097359	0.047040	0.063695
