TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.066164	0.068295	0.049893	0.081443	0.097874	0.069628	0.082171	0.062326	0.070338	0.081328	0.085755	0.068329	0.063999	0.052456
A	0.092429	0.073836	0.079305	0.062492	0.062944	0.063762	0.063650	0.073367	0.069767	0.068154	0.078607	0.081700	0.063332	0.066657
person	0.057633	0.107948	0.097267	0.083931	0.090490	0.057519	0.060428	0.066919	0.062488	0.072951	0.082985	0.060243	0.045749	0.053448
on	0.058518	0.083372	0.096360	0.092024	0.085077	0.063417	0.059244	0.048717	0.063026	0.103981	0.093617	0.057200	0.053573	0.041873
a	0.049334	0.118423	0.065285	0.105410	0.084446	0.062691	0.060843	0.066248	0.060368	0.083790	0.068342	0.064971	0.060934	0.048914
horse	0.063458	0.110002	0.072843	0.070124	0.069344	0.080825	0.060764	0.062335	0.068400	0.075942	0.077562	0.068379	0.050386	0.069635
jumps	0.057699	0.088857	0.076721	0.096486	0.061521	0.084520	0.059627	0.072809	0.067999	0.073320	0.076695	0.078577	0.044695	0.060475
over	0.052606	0.112071	0.060601	0.104531	0.075551	0.081671	0.067106	0.051998	0.049450	0.089659	0.081279	0.062059	0.052905	0.058515
a	0.054350	0.129298	0.079391	0.089737	0.082267	0.065241	0.060330	0.061591	0.072073	0.065856	0.065255	0.065996	0.061446	0.047168
broken	0.053915	0.117881	0.067867	0.098819	0.081086	0.039145	0.057551	0.073809	0.060244	0.071515	0.105390	0.058886	0.061672	0.052222
down	0.049655	0.110520	0.076925	0.095301	0.077384	0.067031	0.072950	0.049105	0.053285	0.071712	0.104710	0.072798	0.049074	0.049550
airplane	0.061461	0.094129	0.075555	0.084127	0.083093	0.078048	0.071526	0.061852	0.071273	0.055712	0.071825	0.072743	0.044706	0.073949
.	0.067514	0.087508	0.078412	0.083000	0.069835	0.060469	0.047158	0.056587	0.065583	0.102255	0.091315	0.070432	0.066008	0.053925
[SEP]	0.060946	0.104368	0.100138	0.081016	0.079413	0.069089	0.064370	0.053240	0.056411	0.091305	0.093620	0.048092	0.058447	0.039545
