TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.344510	0.020593	0.046890	0.011356	0.012009	0.025653	0.044961	0.023594	0.008159	0.008460	0.007385	0.001960	0.011222	0.041150	0.392098
A	0.025543	0.141658	0.073715	0.032699	0.022439	0.066460	0.004710	0.046094	0.005700	0.015244	0.002331	0.000834	0.003558	0.218758	0.340255
person	0.026746	0.151244	0.169978	0.013876	0.006747	0.033792	0.091652	0.026922	0.010568	0.017887	0.002010	0.000946	0.008903	0.159529	0.279199
is	0.031386	0.037520	0.038012	0.043048	0.033457	0.030435	0.021746	0.073756	0.047603	0.016589	0.008901	0.003614	0.006394	0.182624	0.424914
at	0.021636	0.017816	0.024169	0.038264	0.080379	0.057095	0.022844	0.100966	0.276714	0.027425	0.009744	0.004043	0.008697	0.120931	0.189275
a	0.017720	0.033662	0.014762	0.024042	0.053620	0.264041	0.024475	0.098943	0.053616	0.094402	0.012068	0.002234	0.008884	0.128835	0.168697
diner	0.011731	0.013266	0.041666	0.008405	0.008699	0.028670	0.056792	0.047215	0.020746	0.027269	0.034290	0.008105	0.035022	0.074690	0.583434
,	0.019812	0.040109	0.020310	0.055008	0.012461	0.023316	0.043158	0.122699	0.029604	0.062434	0.009095	0.004864	0.025495	0.255679	0.275956
ordering	0.030238	0.014667	0.022523	0.089719	0.047991	0.015228	0.048562	0.028910	0.056700	0.050586	0.025955	0.016371	0.051823	0.154357	0.346369
an	0.013950	0.023867	0.017831	0.017110	0.032117	0.055294	0.010410	0.023848	0.073503	0.152217	0.088391	0.034606	0.063285	0.122832	0.270740
o	0.011355	0.011117	0.025914	0.006745	0.007402	0.010488	0.058768	0.009976	0.055382	0.084756	0.128513	0.015842	0.083595	0.108003	0.382145
##mel	0.013619	0.012580	0.018219	0.020721	0.006301	0.002355	0.059218	0.001863	0.013703	0.019570	0.021861	0.024278	0.017942	0.020830	0.746941
##ette	0.009501	0.006962	0.030556	0.013795	0.022957	0.013659	0.114610	0.025030	0.086097	0.059340	0.049474	0.007030	0.169259	0.096141	0.295589
.	0.020189	0.039453	0.028107	0.054352	0.023603	0.031797	0.028433	0.082525	0.023994	0.027493	0.013424	0.002791	0.031837	0.120459	0.471543
[SEP]	0.020841	0.003729	0.005901	0.004819	0.001259	0.001138	0.003007	0.009490	0.004676	0.001600	0.002344	0.001932	0.003595	0.027193	0.908477
