TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.015944	0.120938	0.100354	0.240059	0.009769	0.050147	0.003518	0.110645	0.010798	0.016175	0.005175	0.001871	0.006695	0.116104	0.191807
A	0.001503	0.282547	0.017807	0.091231	0.003857	0.033570	0.001824	0.014136	0.004032	0.006877	0.001426	0.001871	0.001066	0.010860	0.527393
person	0.001694	0.007558	0.695224	0.056961	0.003822	0.001662	0.015472	0.008324	0.003344	0.002779	0.002211	0.000606	0.001393	0.002585	0.196366
is	0.001606	0.009567	0.027623	0.798597	0.023895	0.010314	0.002416	0.022327	0.011845	0.003168	0.000663	0.000828	0.000780	0.003025	0.083346
at	0.001405	0.000476	0.000846	0.024569	0.884609	0.014993	0.003997	0.002653	0.045612	0.003136	0.000568	0.001348	0.000846	0.000832	0.014109
a	0.003392	0.025475	0.005477	0.071638	0.107250	0.591884	0.007794	0.013978	0.015936	0.041373	0.001588	0.003508	0.001189	0.007813	0.101705
diner	0.000701	0.000451	0.014789	0.003887	0.007704	0.001237	0.485282	0.001069	0.014711	0.002304	0.063212	0.114006	0.043882	0.001036	0.245728
,	0.003041	0.015679	0.018392	0.287742	0.009695	0.011253	0.002131	0.539325	0.014623	0.008609	0.000798	0.000438	0.001483	0.013814	0.072978
ordering	0.002482	0.000963	0.003949	0.017108	0.064686	0.002514	0.016497	0.005256	0.624964	0.024635	0.016591	0.010810	0.013390	0.002429	0.193728
an	0.002607	0.002039	0.002469	0.006210	0.005211	0.010008	0.001432	0.005384	0.029971	0.880469	0.005038	0.004358	0.007448	0.003220	0.034136
o	0.000122	0.000064	0.000541	0.000225	0.000148	0.000069	0.003676	0.000052	0.002237	0.001578	0.728927	0.169025	0.065627	0.000133	0.027577
##mel	0.000003	0.000004	0.000024	0.000023	0.000006	0.000008	0.000293	0.000002	0.000076	0.000111	0.005060	0.985277	0.006782	0.000002	0.002329
##ette	0.000366	0.000050	0.000550	0.000293	0.000141	0.000087	0.002407	0.000191	0.002270	0.002789	0.016031	0.036460	0.930967	0.000275	0.007122
.	0.014498	0.031058	0.023885	0.066394	0.009310	0.016154	0.010342	0.080009	0.014754	0.015522	0.005567	0.001802	0.009964	0.239078	0.461664
[SEP]	0.030701	0.051881	0.089473	0.077388	0.055528	0.040523	0.081381	0.057591	0.072567	0.043956	0.063826	0.045159	0.050364	0.053308	0.186353
