TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.056559	0.029892	0.014257	0.274793	0.006950	0.010249	0.001255	0.017387	0.008915	0.005777	0.001396	0.001679	0.001354	0.091919	0.477619
A	0.006383	0.237051	0.007546	0.058822	0.007566	0.026651	0.000799	0.008605	0.006338	0.014319	0.001782	0.008051	0.001152	0.035780	0.579154
person	0.004952	0.018850	0.517074	0.059810	0.006291	0.002319	0.022815	0.008172	0.015015	0.004659	0.007892	0.002744	0.008768	0.006488	0.314151
is	0.015664	0.018715	0.014417	0.667289	0.011074	0.012880	0.001550	0.042043	0.027905	0.011298	0.002881	0.003210	0.002397	0.017522	0.151155
at	0.005298	0.004257	0.003384	0.046996	0.627446	0.037586	0.002397	0.015887	0.166631	0.012771	0.002481	0.003597	0.002586	0.003116	0.065566
a	0.006740	0.032305	0.006300	0.062327	0.034460	0.517596	0.003117	0.023717	0.030796	0.133230	0.002990	0.008154	0.001539	0.013807	0.122921
diner	0.002538	0.001456	0.025377	0.006391	0.006656	0.001974	0.246779	0.001751	0.023385	0.002489	0.078647	0.054384	0.111912	0.002186	0.434076
,	0.003672	0.010701	0.007747	0.083826	0.006607	0.016569	0.001245	0.715673	0.045689	0.005766	0.001044	0.001738	0.001337	0.024671	0.073714
ordering	0.002343	0.001864	0.003374	0.015730	0.058398	0.004576	0.003467	0.009755	0.660033	0.022362	0.024901	0.008333	0.016543	0.001727	0.166594
an	0.001070	0.003154	0.000980	0.003796	0.001973	0.015206	0.000292	0.001668	0.015696	0.911802	0.016270	0.004072	0.004844	0.001676	0.017500
o	0.000161	0.000219	0.000564	0.000745	0.000150	0.000214	0.002264	0.000126	0.002703	0.006757	0.849417	0.025744	0.043219	0.000206	0.067511
##mel	0.000067	0.000048	0.000218	0.000376	0.000068	0.000073	0.002207	0.000087	0.000759	0.000577	0.042700	0.877580	0.031472	0.000161	0.043606
##ette	0.000103	0.000014	0.000211	0.000115	0.000064	0.000014	0.000358	0.000030	0.001352	0.001127	0.009799	0.008250	0.973415	0.000225	0.004924
.	0.023839	0.109724	0.023805	0.034027	0.012271	0.033879	0.004961	0.066313	0.021516	0.021370	0.005017	0.007122	0.019952	0.210575	0.405628
[SEP]	0.049254	0.084696	0.054683	0.066686	0.046747	0.066241	0.044693	0.071523	0.055974	0.049978	0.058324	0.070106	0.054708	0.084761	0.141626
