TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.090986	0.020975	0.030997	0.013490	0.008636	0.004732	0.013723	0.006944	0.008239	0.004210	0.005450	0.041132	0.015845	0.025858	0.708781
A	0.059436	0.060857	0.037532	0.070807	0.017196	0.006443	0.006883	0.031796	0.005057	0.005186	0.003994	0.008040	0.006020	0.069153	0.611599
person	0.100320	0.277539	0.042483	0.119799	0.040225	0.016352	0.008680	0.026886	0.011398	0.010293	0.003202	0.029663	0.014404	0.047827	0.250929
is	0.068388	0.237075	0.077695	0.012364	0.038596	0.042601	0.010948	0.030001	0.002722	0.012601	0.004043	0.017617	0.016735	0.080300	0.348313
at	0.025198	0.169718	0.197377	0.264578	0.047888	0.016955	0.037877	0.022364	0.029720	0.004807	0.005670	0.057381	0.034633	0.026896	0.058937
a	0.087293	0.117198	0.145479	0.220824	0.102393	0.038156	0.013873	0.109247	0.019809	0.011184	0.005478	0.007708	0.007665	0.035629	0.078063
diner	0.039312	0.058514	0.195436	0.260258	0.169631	0.042875	0.024389	0.026511	0.046917	0.012102	0.003195	0.021958	0.040590	0.023873	0.034440
,	0.034792	0.091834	0.102191	0.217122	0.101502	0.070960	0.017663	0.192100	0.026821	0.018885	0.006209	0.005183	0.014366	0.055649	0.044725
ordering	0.034513	0.040612	0.158249	0.110344	0.099314	0.037268	0.044091	0.202875	0.030316	0.025539	0.020871	0.027987	0.031916	0.028518	0.107584
an	0.011270	0.013949	0.051182	0.097554	0.198733	0.029188	0.064966	0.140261	0.274805	0.031599	0.015546	0.020456	0.022176	0.012729	0.015588
o	0.085861	0.026012	0.047744	0.052221	0.047573	0.030656	0.028003	0.068750	0.034686	0.080470	0.013679	0.032695	0.063513	0.081095	0.307043
##mel	0.024785	0.007408	0.042232	0.021970	0.052345	0.025043	0.112944	0.023116	0.095502	0.061140	0.036756	0.078061	0.125836	0.054629	0.238234
##ette	0.003611	0.004608	0.030662	0.032242	0.152433	0.010987	0.061193	0.018202	0.391193	0.132868	0.066476	0.056475	0.024373	0.008523	0.006153
.	0.088307	0.030288	0.047880	0.044776	0.058540	0.041299	0.026675	0.077232	0.092749	0.123832	0.039824	0.021494	0.035030	0.069309	0.202764
[SEP]	0.053388	0.001150	0.001516	0.000949	0.001183	0.000989	0.001039	0.003626	0.000618	0.001485	0.000604	0.000483	0.000336	0.011339	0.921296
